,Score,Localization,Dataset_Name,Type
PHKG2,-0.20163886,Cytosol,Lung_Tumor_PD,Proteome
PHPT1,-0.0961681,Cytosol,Lung_Tumor_PD,Proteome
PHYH,0.08221695,Secretory,Lung_Tumor_PD,Proteome
PHYKPL,-0.09308746,Cytosol,Lung_Tumor_PD,Proteome
PI4K2A,0.20591171,Secretory,Lung_Tumor_PD,Proteome
PI4K2B,0.21410222,Secretory,Lung_Tumor_PD,Proteome
PI4KB,-0.23834483,Cytosol,Lung_Tumor_PD,Proteome
PIGG,0.23335361,Secretory,Lung_Tumor_PD,Proteome
PIGK,-0.11784465,Secretory,Lung_Tumor_PD,Proteome
PIGN,-0.562702,Secretory,Lung_Tumor_PD,Proteome
PIGQ,0.13881834,Secretory,Lung_Tumor_PD,Proteome
PIGU,-0.6067555,Secretory,Lung_Tumor_PD,Proteome
PIH1D1,-0.61635286,Cytosol,Lung_Tumor_PD,Proteome
PIK3CA,-0.46973386,Cytosol,Lung_Tumor_PD,Proteome
PIN4,-0.6426714,Cytosol,Lung_Tumor_PD,Proteome
PIP5K1A,-0.6400332,Secretory,Lung_Tumor_PD,Proteome
PIR,-0.52897483,Cytosol,Lung_Tumor_PD,Proteome
PISD,0.23420432,Mitochondria,Lung_Tumor_PD,Proteome
PITPNA,-0.09272892,Cytosol,Lung_Tumor_PD,Proteome
PITPNB,-0.28888148,Cytosol,Lung_Tumor_PD,Proteome
PKD2,0.033036184,Secretory,Lung_Tumor_PD,Proteome
PKM,-0.07061764,Cytosol,Lung_Tumor_PD,Proteome
PKNOX1,0.52553564,Nucleus,Lung_Tumor_PD,Proteome
PKP2,-0.24247028,Mitochondria,Lung_Tumor_PD,Proteome
PKP4,0.020384071,Mitochondria,Lung_Tumor_PD,Proteome
PLA2G12A,0.11906648,Secretory,Lung_Tumor_PD,Proteome
PLAA,-0.21648316,Cytosol,Lung_Tumor_PD,Proteome
PLAUR,0.088427246,Secretory,Lung_Tumor_PD,Proteome
PLCB3,-0.09299557,Cytosol,Lung_Tumor_PD,Proteome
PLCD1,-0.515132,Secretory,Lung_Tumor_PD,Proteome
PLCD3,0.030923363,Secretory,Lung_Tumor_PD,Proteome
PLCG1,-0.08850784,Cytosol,Lung_Tumor_PD,Proteome
PLD1,-0.3936063,Secretory,Lung_Tumor_PD,Proteome
PLEKHA2,-0.13324173,Cytosol,Lung_Tumor_PD,Proteome
PLGRKT,0.13833341,Mitochondria,Lung_Tumor_PD,Proteome
PLRG1,0.52252465,Nucleus,Lung_Tumor_PD,Proteome
PLS3,-0.025404658,Cytosol,Lung_Tumor_PD,Proteome
PLSCR1,0.24235357,Secretory,Lung_Tumor_PD,Proteome
PLXNA1,0.04368258,Secretory,Lung_Tumor_PD,Proteome
PLXNB2,-0.048519623,Secretory,Lung_Tumor_PD,Proteome
PLXND1,0.08525893,Secretory,Lung_Tumor_PD,Proteome
PM20D2,-0.65185344,Cytosol,Lung_Tumor_PD,Proteome
PMM1,-0.12201046,Cytosol,Lung_Tumor_PD,Proteome
PMM2,-0.19824381,Cytosol,Lung_Tumor_PD,Proteome
PMVK,-0.34379736,Cytosol,Lung_Tumor_PD,Proteome
PNKD,-0.44217968,Mitochondria,Lung_Tumor_PD,Proteome
PNN,0.53719693,Nucleus,Lung_Tumor_PD,Proteome
PNPLA6,0.111258626,Secretory,Lung_Tumor_PD,Proteome
PNPLA8,0.31121963,Mitochondria,Lung_Tumor_PD,Proteome
PNPO,-0.07538853,Cytosol,Lung_Tumor_PD,Proteome
PODXL,0.10864967,Secretory,Lung_Tumor_PD,Proteome
POGZ,0.49090698,Nucleus,Lung_Tumor_PD,Proteome
POLR1A,0.21712343,Nucleus,Lung_Tumor_PD,Proteome
POLR1E,0.34520528,Nucleus,Lung_Tumor_PD,Proteome
POLR2A,0.5239291,Nucleus,Lung_Tumor_PD,Proteome
POLR3B,0.47659594,Nucleus,Lung_Tumor_PD,Proteome
POLRMT,-0.5477359,Secretory,Lung_Tumor_PD,Proteome
POM121C,0.15121597,Nucleus,Lung_Tumor_PD,Proteome
POMK,-0.62529474,Secretory,Lung_Tumor_PD,Proteome
PON2,0.11148418,Secretory,Lung_Tumor_PD,Proteome
POP1,0.39655718,Nucleus,Lung_Tumor_PD,Proteome
POP4,0.36026815,Nucleus,Lung_Tumor_PD,Proteome
POR,0.00645874,Secretory,Lung_Tumor_PD,Proteome
PPA1,-0.24349205,Cytosol,Lung_Tumor_PD,Proteome
PPAT,-0.52207065,Cytosol,Lung_Tumor_PD,Proteome
PPCS,-0.17826921,Cytosol,Lung_Tumor_PD,Proteome
PPHLN1,0.5324676,Nucleus,Lung_Tumor_PD,Proteome
PPIA,-0.1775225,Cytosol,Lung_Tumor_PD,Proteome
PPID,-0.5825701,Cytosol,Lung_Tumor_PD,Proteome
PPIL2,0.26570076,Nucleus,Lung_Tumor_PD,Proteome
PPIL3,-0.20861329,Cytosol,Lung_Tumor_PD,Proteome
PPIP5K2,-0.09600628,Cytosol,Lung_Tumor_PD,Proteome
PPM1A,-0.12757753,Cytosol,Lung_Tumor_PD,Proteome
PPM1B,-0.5517418,Cytosol,Lung_Tumor_PD,Proteome
PPM1F,-0.043751635,Cytosol,Lung_Tumor_PD,Proteome
PPM1H,-0.6313694,Cytosol,Lung_Tumor_PD,Proteome
PPM1L,-0.49690533,Secretory,Lung_Tumor_PD,Proteome
PPME1,-0.5159527,Cytosol,Lung_Tumor_PD,Proteome
PPP1CB,-0.28471544,Cytosol,Lung_Tumor_PD,Proteome
PPP1R11,-0.12506314,Cytosol,Lung_Tumor_PD,Proteome
PPP1R14B,-0.06881743,Cytosol,Lung_Tumor_PD,Proteome
PPP1R2,-0.44423136,Cytosol,Lung_Tumor_PD,Proteome
PPP1R7,-0.09523481,Cytosol,Lung_Tumor_PD,Proteome
PPP2R1A,-0.27167606,Cytosol,Lung_Tumor_PD,Proteome
PPP2R1B,-0.660653,Cytosol,Lung_Tumor_PD,Proteome
PPP2R2A,-0.20696275,Cytosol,Lung_Tumor_PD,Proteome
PPP2R3A,-0.42762727,Cytosol,Lung_Tumor_PD,Proteome
PPP2R5C,-0.62750167,Cytosol,Lung_Tumor_PD,Proteome
PPP2R5D,-0.62589955,Cytosol,Lung_Tumor_PD,Proteome
PPP3CB,-0.10090398,Cytosol,Lung_Tumor_PD,Proteome
PPP4C,-0.17312753,Cytosol,Lung_Tumor_PD,Proteome
PPP4R1,-0.19586809,Cytosol,Lung_Tumor_PD,Proteome
PPP5C,-0.15121745,Cytosol,Lung_Tumor_PD,Proteome
PPP6R1,-0.120813325,Cytosol,Lung_Tumor_PD,Proteome
PRDM2,0.42594308,Nucleus,Lung_Tumor_PD,Proteome
PRDX1,-0.5642708,Cytosol,Lung_Tumor_PD,Proteome
PRDX6,-0.45157698,Cytosol,Lung_Tumor_PD,Proteome
PREB,0.21678595,Secretory,Lung_Tumor_PD,Proteome
PREP,-0.45394176,Cytosol,Lung_Tumor_PD,Proteome
PREPL,-0.07475979,Cytosol,Lung_Tumor_PD,Proteome
PRKAB1,-0.19754024,Cytosol,Lung_Tumor_PD,Proteome
PRKAB2,-0.039530654,Cytosol,Lung_Tumor_PD,Proteome
PRKAR1B,-0.23464169,Cytosol,Lung_Tumor_PD,Proteome
PRKCA,-0.033058375,Cytosol,Lung_Tumor_PD,Proteome
PRKD2,-0.17619926,Cytosol,Lung_Tumor_PD,Proteome
PRKRA,0.19939445,Nucleus,Lung_Tumor_PD,Proteome
PRMT3,-0.5652119,Cytosol,Lung_Tumor_PD,Proteome
PRMT5,-0.64280206,Cytosol,Lung_Tumor_PD,Proteome
PRNP,0.1422982,Secretory,Lung_Tumor_PD,Proteome
PRPF19,0.52519846,Nucleus,Lung_Tumor_PD,Proteome
PRPF31,0.5151942,Nucleus,Lung_Tumor_PD,Proteome
PRPF38A,0.5253937,Nucleus,Lung_Tumor_PD,Proteome
PRPF40A,0.5361953,Nucleus,Lung_Tumor_PD,Proteome
PRPS2,-0.5223601,Cytosol,Lung_Tumor_PD,Proteome
PRTFDC1,-0.5729611,Cytosol,Lung_Tumor_PD,Proteome
PSEN1,0.110404976,Secretory,Lung_Tumor_PD,Proteome
PSMA1,-0.24203116,Cytosol,Lung_Tumor_PD,Proteome
PSMA3,-0.24229528,Cytosol,Lung_Tumor_PD,Proteome
PSMA4,-0.24227436,Cytosol,Lung_Tumor_PD,Proteome
PSMA5,-0.24075273,Cytosol,Lung_Tumor_PD,Proteome
PSMA6,-0.24157473,Cytosol,Lung_Tumor_PD,Proteome
PSMA7,-0.24166125,Cytosol,Lung_Tumor_PD,Proteome
PSMB2,-0.24296245,Cytosol,Lung_Tumor_PD,Proteome
PSMB4,-0.24119374,Cytosol,Lung_Tumor_PD,Proteome
PSMB5,-0.43593496,Cytosol,Lung_Tumor_PD,Proteome
PSMB7,-0.49597302,Cytosol,Lung_Tumor_PD,Proteome
PSMC1,-0.36615232,Cytosol,Lung_Tumor_PD,Proteome
PSMC2,-0.3731168,Cytosol,Lung_Tumor_PD,Proteome
PSMC3,-0.38875443,Cytosol,Lung_Tumor_PD,Proteome
PSMC4,-0.39372036,Cytosol,Lung_Tumor_PD,Proteome
PSMC5,-0.38237634,Cytosol,Lung_Tumor_PD,Proteome
PSMD1,-0.3850477,Cytosol,Lung_Tumor_PD,Proteome
PSMD11,-0.3957247,Cytosol,Lung_Tumor_PD,Proteome
PSMD12,-0.4006141,Cytosol,Lung_Tumor_PD,Proteome
PSMD13,-0.3898824,Cytosol,Lung_Tumor_PD,Proteome
PSMD14,-0.3409835,Cytosol,Lung_Tumor_PD,Proteome
PSMD2,-0.425617,Cytosol,Lung_Tumor_PD,Proteome
PSMD3,-0.39995885,Cytosol,Lung_Tumor_PD,Proteome
PSMD7,-0.39602983,Cytosol,Lung_Tumor_PD,Proteome
PSMD8,-0.43450552,Cytosol,Lung_Tumor_PD,Proteome
PSMD9,-0.16121067,Cytosol,Lung_Tumor_PD,Proteome
PSME4,-0.47326526,Cytosol,Lung_Tumor_PD,Proteome
PSMG1,-0.43288425,Cytosol,Lung_Tumor_PD,Proteome
PSMG4,-0.6680859,Cytosol,Lung_Tumor_PD,Proteome
PSPC1,0.5330703,Nucleus,Lung_Tumor_PD,Proteome
PTDSS1,-0.46273094,Secretory,Lung_Tumor_PD,Proteome
PTGES2,0.40180275,Mitochondria,Lung_Tumor_PD,Proteome
PTGES3,-0.6313216,Cytosol,Lung_Tumor_PD,Proteome
PTGFRN,-0.06292157,Secretory,Lung_Tumor_PD,Proteome
PTGR1,-0.54827756,Cytosol,Lung_Tumor_PD,Proteome
PTK7,0.051489025,Secretory,Lung_Tumor_PD,Proteome
PTP4A2,-0.16910557,Cytosol,Lung_Tumor_PD,Proteome
PTPMT1,0.41083094,Mitochondria,Lung_Tumor_PD,Proteome
PTPN1,0.22944953,Secretory,Lung_Tumor_PD,Proteome
PTPN11,-0.4767704,Cytosol,Lung_Tumor_PD,Proteome
PTPN12,-0.05189512,Cytosol,Lung_Tumor_PD,Proteome
PTPN13,0.19223194,Secretory,Lung_Tumor_PD,Proteome
PTPRA,0.13940305,Secretory,Lung_Tumor_PD,Proteome
PTPRE,0.109564476,Secretory,Lung_Tumor_PD,Proteome
PTPRF,-0.60721844,Secretory,Lung_Tumor_PD,Proteome
PTPRJ,0.160592,Secretory,Lung_Tumor_PD,Proteome
PTPRK,0.123226404,Secretory,Lung_Tumor_PD,Proteome
PTPRS,-0.35993,Secretory,Lung_Tumor_PD,Proteome
PTRH2,-0.53098315,Secretory,Lung_Tumor_PD,Proteome
PTRHD1,-0.49379662,Cytosol,Lung_Tumor_PD,Proteome
PTTG1IP,0.13874577,Secretory,Lung_Tumor_PD,Proteome
PUS3,0.38141462,Nucleus,Lung_Tumor_PD,Proteome
PVR,0.119918324,Secretory,Lung_Tumor_PD,Proteome
PWWP2A,0.5149053,Nucleus,Lung_Tumor_PD,Proteome
PXN,-0.0757897,Cytosol,Lung_Tumor_PD,Proteome
PYCR1,-0.032223206,Mitochondria,Lung_Tumor_PD,Proteome
PYCR2,0.35054857,Mitochondria,Lung_Tumor_PD,Proteome
PYGL,-0.1277905,Cytosol,Lung_Tumor_PD,Proteome
PYGO2,-0.08397446,Nucleus,Lung_Tumor_PD,Proteome
PYROXD1,-0.14781323,Cytosol,Lung_Tumor_PD,Proteome
QDPR,-0.1290112,Cytosol,Lung_Tumor_PD,Proteome
QPCTL,0.20959975,Secretory,Lung_Tumor_PD,Proteome
QSER1,0.41272226,Nucleus,Lung_Tumor_PD,Proteome
QSOX1,0.08065016,Secretory,Lung_Tumor_PD,Proteome
QSOX2,0.14710456,Secretory,Lung_Tumor_PD,Proteome
QTRT1,-0.6680494,Cytosol,Lung_Tumor_PD,Proteome
R3HCC1,-0.027764775,Cytosol,Lung_Tumor_PD,Proteome
R3HDM2,-0.5781731,Cytosol,Lung_Tumor_PD,Proteome
RAB10,-0.15279014,Secretory,Lung_Tumor_PD,Proteome
RAB11FIP5,0.03048125,Secretory,Lung_Tumor_PD,Proteome
RAB12,0.1462277,Secretory,Lung_Tumor_PD,Proteome
RAB13,0.087834895,Secretory,Lung_Tumor_PD,Proteome
RAB14,-0.027817955,Secretory,Lung_Tumor_PD,Proteome
RAB18,-0.05731902,Secretory,Lung_Tumor_PD,Proteome
RAB1A,0.18940964,Secretory,Lung_Tumor_PD,Proteome
RAB1B,0.17090367,Secretory,Lung_Tumor_PD,Proteome
RAB20,0.11261425,Secretory,Lung_Tumor_PD,Proteome
RAB21,-0.07013468,Secretory,Lung_Tumor_PD,Proteome
RAB22A,0.16017747,Secretory,Lung_Tumor_PD,Proteome
RAB23,0.029659728,Secretory,Lung_Tumor_PD,Proteome
RAB24,0.18420349,Secretory,Lung_Tumor_PD,Proteome
RAB27A,0.15178828,Secretory,Lung_Tumor_PD,Proteome
RAB27B,0.17085133,Secretory,Lung_Tumor_PD,Proteome
RAB2A,0.15996504,Secretory,Lung_Tumor_PD,Proteome
RAB2B,-0.34257206,Secretory,Lung_Tumor_PD,Proteome
RAB30,0.19537398,Secretory,Lung_Tumor_PD,Proteome
RAB31,0.070070654,Secretory,Lung_Tumor_PD,Proteome
RAB32,0.14404355,Secretory,Lung_Tumor_PD,Proteome
RAB33B,0.15723836,Secretory,Lung_Tumor_PD,Proteome
RAB35,-0.43417957,Secretory,Lung_Tumor_PD,Proteome
RAB43,0.18439612,Secretory,Lung_Tumor_PD,Proteome
RAB4A,0.16189736,Secretory,Lung_Tumor_PD,Proteome
RAB5A,0.22821707,Secretory,Lung_Tumor_PD,Proteome
RAB6A,-0.45837662,Secretory,Lung_Tumor_PD,Proteome
RAB7A,-0.027663631,Secretory,Lung_Tumor_PD,Proteome
RAB8A,0.15260173,Secretory,Lung_Tumor_PD,Proteome
RAB8B,0.121938206,Secretory,Lung_Tumor_PD,Proteome
RAB9A,0.21030101,Secretory,Lung_Tumor_PD,Proteome
RABAC1,0.22430147,Secretory,Lung_Tumor_PD,Proteome
RABEP1,-0.057585046,Cytosol,Lung_Tumor_PD,Proteome
RABEPK,-0.6173533,Cytosol,Lung_Tumor_PD,Proteome
RABGAP1,-0.20908624,Cytosol,Lung_Tumor_PD,Proteome
RABGAP1L,-0.14727537,Cytosol,Lung_Tumor_PD,Proteome
RABGGTA,-0.1531733,Cytosol,Lung_Tumor_PD,Proteome
RABGGTB,-0.13477081,Cytosol,Lung_Tumor_PD,Proteome
RABIF,-0.24168314,Cytosol,Lung_Tumor_PD,Proteome
RABL3,0.10911116,Secretory,Lung_Tumor_PD,Proteome
RABL6,-0.20189117,Cytosol,Lung_Tumor_PD,Proteome
RACGAP1,-0.48200348,Mitochondria,Lung_Tumor_PD,Proteome
RAD21,0.5215451,Nucleus,Lung_Tumor_PD,Proteome
RAD23A,-0.4435431,Cytosol,Lung_Tumor_PD,Proteome
RAD23B,-0.34408417,Cytosol,Lung_Tumor_PD,Proteome
RAI1,0.37950748,Nucleus,Lung_Tumor_PD,Proteome
RALA,-0.24315745,Secretory,Lung_Tumor_PD,Proteome
RALB,-0.2856819,Secretory,Lung_Tumor_PD,Proteome
RALGAPA2,-0.1342675,Cytosol,Lung_Tumor_PD,Proteome
RALGPS2,-0.18170229,Cytosol,Lung_Tumor_PD,Proteome
RALY,0.5162162,Nucleus,Lung_Tumor_PD,Proteome
RAN,-0.6591162,Cytosol,Lung_Tumor_PD,Proteome
RANBP1,-0.52779895,Cytosol,Lung_Tumor_PD,Proteome
RANBP2,0.46338293,Nucleus,Lung_Tumor_PD,Proteome
RANBP3,0.5045481,Nucleus,Lung_Tumor_PD,Proteome
RAP1A,0.12471338,Secretory,Lung_Tumor_PD,Proteome
RAP1B,0.20181847,Secretory,Lung_Tumor_PD,Proteome
RAP1GDS1,-0.0920915,Cytosol,Lung_Tumor_PD,Proteome
RAP2A,0.22004066,Secretory,Lung_Tumor_PD,Proteome
RAP2B,-0.41580752,Secretory,Lung_Tumor_PD,Proteome
RAP2C,0.23737378,Secretory,Lung_Tumor_PD,Proteome
RAPH1,-0.10853181,Cytosol,Lung_Tumor_PD,Proteome
RASA1,-0.032246124,Cytosol,Lung_Tumor_PD,Proteome
RBBP5,0.53855956,Nucleus,Lung_Tumor_PD,Proteome
RBBP8,-0.26756817,Nucleus,Lung_Tumor_PD,Proteome
RBBP9,-0.072420284,Cytosol,Lung_Tumor_PD,Proteome
RBCK1,-0.22546199,Cytosol,Lung_Tumor_PD,Proteome
RBKS,-0.13823992,Cytosol,Lung_Tumor_PD,Proteome
RBM12B,0.50068575,Nucleus,Lung_Tumor_PD,Proteome
RBM14,0.52870697,Nucleus,Lung_Tumor_PD,Proteome
RBM15,0.5147717,Nucleus,Lung_Tumor_PD,Proteome
RBM15B,0.5336699,Nucleus,Lung_Tumor_PD,Proteome
RBM19,0.27308443,Nucleus,Lung_Tumor_PD,Proteome
RBM25,0.45199713,Nucleus,Lung_Tumor_PD,Proteome
RBM34,-0.44282514,Nucleus,Lung_Tumor_PD,Proteome
RBM42,0.5311721,Nucleus,Lung_Tumor_PD,Proteome
RBM47,-0.5754169,Nucleus,Lung_Tumor_PD,Proteome
RBM5,0.5115063,Nucleus,Lung_Tumor_PD,Proteome
RBM6,0.52356106,Nucleus,Lung_Tumor_PD,Proteome
RBMS2,-0.49644682,Nucleus,Lung_Tumor_PD,Proteome
RBMX,0.51470053,Nucleus,Lung_Tumor_PD,Proteome
RBMXL1,0.3233923,Nucleus,Lung_Tumor_PD,Proteome
RBPJ,0.46918836,Nucleus,Lung_Tumor_PD,Proteome
RBX1,-0.14500964,Cytosol,Lung_Tumor_PD,Proteome
RCC1,0.44398755,Nucleus,Lung_Tumor_PD,Proteome
RCL1,0.29915822,Nucleus,Lung_Tumor_PD,Proteome
RCN1,-0.5271526,Nucleus,Lung_Tumor_PD,Proteome
RCOR1,0.49122822,Nucleus,Lung_Tumor_PD,Proteome
RCOR3,0.437054,Nucleus,Lung_Tumor_PD,Proteome
RDH10,0.14153199,Secretory,Lung_Tumor_PD,Proteome
RDH11,0.22353718,Secretory,Lung_Tumor_PD,Proteome
RDH13,0.37642252,Mitochondria,Lung_Tumor_PD,Proteome
RDH14,0.19840747,Secretory,Lung_Tumor_PD,Proteome
RDX,-0.1264015,Cytosol,Lung_Tumor_PD,Proteome
RECQL5,0.39028847,Nucleus,Lung_Tumor_PD,Proteome
REEP3,0.23198102,Secretory,Lung_Tumor_PD,Proteome
REEP4,-0.30844408,Secretory,Lung_Tumor_PD,Proteome
REEP5,0.20981659,Secretory,Lung_Tumor_PD,Proteome
REL,-0.27538168,Cytosol,Lung_Tumor_PD,Proteome
RELB,-0.17171091,Cytosol,Lung_Tumor_PD,Proteome
RELL1,-0.2238596,Secretory,Lung_Tumor_PD,Proteome
RER1,0.24345528,Secretory,Lung_Tumor_PD,Proteome
RETSAT,0.22180103,Secretory,Lung_Tumor_PD,Proteome
REXO2,-0.070818745,Cytosol,Lung_Tumor_PD,Proteome
REXO4,0.35168183,Nucleus,Lung_Tumor_PD,Proteome
RFC1,0.5117603,Nucleus,Lung_Tumor_PD,Proteome
RFFL,-0.5220893,Secretory,Lung_Tumor_PD,Proteome
RFX1,0.5298384,Nucleus,Lung_Tumor_PD,Proteome
RHBDD1,0.20631708,Secretory,Lung_Tumor_PD,Proteome
RHBDD3,0.17857176,Secretory,Lung_Tumor_PD,Proteome
RHBDF1,0.12539726,Secretory,Lung_Tumor_PD,Proteome
RHBDF2,0.046740413,Secretory,Lung_Tumor_PD,Proteome
RHEB,-0.47157782,Cytosol,Lung_Tumor_PD,Proteome
RHOB,-0.47457084,Secretory,Lung_Tumor_PD,Proteome
RHOG,0.14182666,Secretory,Lung_Tumor_PD,Proteome
RHOT1,-0.12640208,Mitochondria,Lung_Tumor_PD,Proteome
RHOT2,0.44534436,Mitochondria,Lung_Tumor_PD,Proteome
RICTOR,-0.0645234,Cytosol,Lung_Tumor_PD,Proteome
RIF1,0.5233181,Nucleus,Lung_Tumor_PD,Proteome
RIN3,-0.0992103,Cytosol,Lung_Tumor_PD,Proteome
RMDN1,-0.2676862,Nucleus,Lung_Tumor_PD,Proteome
RMDN2,-0.43789244,Mitochondria,Lung_Tumor_PD,Proteome
RMDN3,-0.4529553,Mitochondria,Lung_Tumor_PD,Proteome
RMND1,-0.45381063,Mitochondria,Lung_Tumor_PD,Proteome
RNF123,-0.10742924,Cytosol,Lung_Tumor_PD,Proteome
RNF126,-0.16478953,Cytosol,Lung_Tumor_PD,Proteome
RNF13,0.038730897,Secretory,Lung_Tumor_PD,Proteome
RNF139,-0.4500956,Secretory,Lung_Tumor_PD,Proteome
RNF14,-0.05403469,Cytosol,Lung_Tumor_PD,Proteome
RNF146,-0.0843133,Cytosol,Lung_Tumor_PD,Proteome
RNF169,0.523066,Nucleus,Lung_Tumor_PD,Proteome
RNF170,-0.27218136,Secretory,Lung_Tumor_PD,Proteome
RNF2,0.51386184,Nucleus,Lung_Tumor_PD,Proteome
RNF20,0.5228458,Nucleus,Lung_Tumor_PD,Proteome
RNF25,-0.104014695,Cytosol,Lung_Tumor_PD,Proteome
RNF40,0.502945,Nucleus,Lung_Tumor_PD,Proteome
RNF5,-0.5836208,Secretory,Lung_Tumor_PD,Proteome
RNMT,0.5370126,Nucleus,Lung_Tumor_PD,Proteome
RNPC3,0.5372194,Nucleus,Lung_Tumor_PD,Proteome
RNPEP,-0.14406815,Cytosol,Lung_Tumor_PD,Proteome
RNPS1,0.5357633,Nucleus,Lung_Tumor_PD,Proteome
ROCK1,-0.1250303,Cytosol,Lung_Tumor_PD,Proteome
ROCK2,-0.040948924,Cytosol,Lung_Tumor_PD,Proteome
RP2,0.20391239,Secretory,Lung_Tumor_PD,Proteome
RPE,-0.11259261,Cytosol,Lung_Tumor_PD,Proteome
RPF1,0.166035,Nucleus,Lung_Tumor_PD,Proteome
RPF2,0.17630462,Nucleus,Lung_Tumor_PD,Proteome
RPGR,-0.1092098,Cytosol,Lung_Tumor_PD,Proteome
RPL10,-0.41208187,Nucleus,Lung_Tumor_PD,Proteome
RPL11,-0.4235424,Nucleus,Lung_Tumor_PD,Proteome
RPL12,-0.032479517,Nucleus,Lung_Tumor_PD,Proteome
RPL13A,-0.40457913,Nucleus,Lung_Tumor_PD,Proteome
RPL14,-0.38080773,Nucleus,Lung_Tumor_PD,Proteome
RPL15,-0.40963945,Nucleus,Lung_Tumor_PD,Proteome
RPL18,-0.40562144,Nucleus,Lung_Tumor_PD,Proteome
RPL18A,-0.40733328,Nucleus,Lung_Tumor_PD,Proteome
RPL21,-0.40870738,Nucleus,Lung_Tumor_PD,Proteome
RPL23A,-0.39687997,Nucleus,Lung_Tumor_PD,Proteome
RPL27,-0.4097168,Nucleus,Lung_Tumor_PD,Proteome
RPL28,-0.40431282,Nucleus,Lung_Tumor_PD,Proteome
RPL3,-0.40967962,Nucleus,Lung_Tumor_PD,Proteome
RPL30,-0.44629726,Nucleus,Lung_Tumor_PD,Proteome
RPL34,-0.39739338,Nucleus,Lung_Tumor_PD,Proteome
RPL35A,-0.41728547,Nucleus,Lung_Tumor_PD,Proteome
RPL36,-0.4222532,Nucleus,Lung_Tumor_PD,Proteome
RPL37A,-0.07514651,Nucleus,Lung_Tumor_PD,Proteome
RPL4,-0.40660107,Nucleus,Lung_Tumor_PD,Proteome
RPL6,-0.39744186,Nucleus,Lung_Tumor_PD,Proteome
RPL7,-0.40266404,Nucleus,Lung_Tumor_PD,Proteome
RPL7A,-0.40456715,Nucleus,Lung_Tumor_PD,Proteome
RPL7L1,0.22350833,Nucleus,Lung_Tumor_PD,Proteome
RPL9,0.054194063,Nucleus,Lung_Tumor_PD,Proteome
RPLP0,0.01235615,Nucleus,Lung_Tumor_PD,Proteome
RPLP2,0.067336775,Nucleus,Lung_Tumor_PD,Proteome
RPN1,0.22040053,Secretory,Lung_Tumor_PD,Proteome
RPN2,0.21076915,Secretory,Lung_Tumor_PD,Proteome
RPRD2,0.4673886,Nucleus,Lung_Tumor_PD,Proteome
RPS4X,-0.4392297,Nucleus,Lung_Tumor_PD,Proteome
RPS6KA1,-0.1819553,Cytosol,Lung_Tumor_PD,Proteome
RPS6KB1,-0.529751,Cytosol,Lung_Tumor_PD,Proteome
RPS7,-0.43134615,Nucleus,Lung_Tumor_PD,Proteome
RPS8,-0.40723968,Nucleus,Lung_Tumor_PD,Proteome
RRAS,0.06823442,Secretory,Lung_Tumor_PD,Proteome
RRAS2,0.04031025,Secretory,Lung_Tumor_PD,Proteome
RRBP1,0.17910674,Secretory,Lung_Tumor_PD,Proteome
RREB1,0.45843145,Nucleus,Lung_Tumor_PD,Proteome
RRM2,-0.6475519,Cytosol,Lung_Tumor_PD,Proteome
RRM2B,-0.103576735,Cytosol,Lung_Tumor_PD,Proteome
RRP12,0.23976314,Nucleus,Lung_Tumor_PD,Proteome
RRP36,0.34573063,Nucleus,Lung_Tumor_PD,Proteome
RRP7A,0.3548672,Nucleus,Lung_Tumor_PD,Proteome
RRS1,0.14031492,Nucleus,Lung_Tumor_PD,Proteome
RSBN1,0.50046253,Nucleus,Lung_Tumor_PD,Proteome
RSBN1L,0.3544288,Nucleus,Lung_Tumor_PD,Proteome
RSF1,0.46582866,Nucleus,Lung_Tumor_PD,Proteome
RSL1D1,0.17236543,Nucleus,Lung_Tumor_PD,Proteome
RSPRY1,0.013284953,Secretory,Lung_Tumor_PD,Proteome
RTN3,-0.0669487,Secretory,Lung_Tumor_PD,Proteome
RTN4,0.040446743,Secretory,Lung_Tumor_PD,Proteome
RUFY3,-0.08245893,Cytosol,Lung_Tumor_PD,Proteome
RWDD1,-0.14536507,Cytosol,Lung_Tumor_PD,Proteome
RWDD2B,-0.14693284,Cytosol,Lung_Tumor_PD,Proteome
RWDD4,-0.06985299,Cytosol,Lung_Tumor_PD,Proteome
RYBP,-0.20912813,Nucleus,Lung_Tumor_PD,Proteome
S100A6,-0.07239993,Cytosol,Lung_Tumor_PD,Proteome
S1PR2,0.1037504,Secretory,Lung_Tumor_PD,Proteome
SACM1L,0.20068468,Secretory,Lung_Tumor_PD,Proteome
SAFB,0.51169056,Nucleus,Lung_Tumor_PD,Proteome
SAFB2,0.5042824,Nucleus,Lung_Tumor_PD,Proteome
SAMM50,0.3553751,Mitochondria,Lung_Tumor_PD,Proteome
SAP18,0.5285949,Nucleus,Lung_Tumor_PD,Proteome
SAR1A,-0.15408474,Cytosol,Lung_Tumor_PD,Proteome
SAR1B,-0.15632309,Cytosol,Lung_Tumor_PD,Proteome
SART3,0.5345092,Nucleus,Lung_Tumor_PD,Proteome
SASH1,-0.10052988,Cytosol,Lung_Tumor_PD,Proteome
SBDS,-0.23956043,Cytosol,Lung_Tumor_PD,Proteome
