,Score,Localization,Dataset_Name,Type
MRPS15,-0.38490254,Secretory,Glioma_Tumor_PD,Proteome
MRPS16,-0.36662182,Secretory,Glioma_Tumor_PD,Proteome
MRPS18A,-0.35606554,Secretory,Glioma_Tumor_PD,Proteome
MRPS18B,-0.39755315,Secretory,Glioma_Tumor_PD,Proteome
MRPS22,-0.37787592,Secretory,Glioma_Tumor_PD,Proteome
MRPS23,-0.3904382,Secretory,Glioma_Tumor_PD,Proteome
MRPS25,-0.36723408,Secretory,Glioma_Tumor_PD,Proteome
MRPS28,-0.3792302,Secretory,Glioma_Tumor_PD,Proteome
MRPS30,-0.35998288,Secretory,Glioma_Tumor_PD,Proteome
MRPS31,-0.3711364,Secretory,Glioma_Tumor_PD,Proteome
MRPS34,-0.37792844,Secretory,Glioma_Tumor_PD,Proteome
MRPS35,-0.37499142,Secretory,Glioma_Tumor_PD,Proteome
MRPS5,-0.36633828,Secretory,Glioma_Tumor_PD,Proteome
MRPS9,-0.37572873,Secretory,Glioma_Tumor_PD,Proteome
MSH3,0.65082914,Nucleus,Glioma_Tumor_PD,Proteome
MSI2,-0.27664533,Nucleus,Glioma_Tumor_PD,Proteome
MSTO1,-0.009628934,Cytosol,Glioma_Tumor_PD,Proteome
MT-CO1,0.57754666,Mitochondria,Glioma_Tumor_PD,Proteome
MT-CO2,0.54899657,Mitochondria,Glioma_Tumor_PD,Proteome
MTA1,0.6248675,Nucleus,Glioma_Tumor_PD,Proteome
MTCH1,0.522003,Mitochondria,Glioma_Tumor_PD,Proteome
MTCH2,0.488474,Mitochondria,Glioma_Tumor_PD,Proteome
MTDH,0.035157762,Secretory,Glioma_Tumor_PD,Proteome
MTFR1,-0.66718453,Mitochondria,Glioma_Tumor_PD,Proteome
MTFR1L,0.42341968,Mitochondria,Glioma_Tumor_PD,Proteome
MTHFD1L,0.49401847,Mitochondria,Glioma_Tumor_PD,Proteome
MTMR1,-0.30833998,Cytosol,Glioma_Tumor_PD,Proteome
MTMR12,-0.4835666,Cytosol,Glioma_Tumor_PD,Proteome
MTMR2,-0.38785705,Cytosol,Glioma_Tumor_PD,Proteome
MTMR3,0.071621664,Cytosol,Glioma_Tumor_PD,Proteome
MTMR6,-0.054876912,Cytosol,Glioma_Tumor_PD,Proteome
MTPAP,0.16086826,Mitochondria,Glioma_Tumor_PD,Proteome
MTR,-0.07646172,Cytosol,Glioma_Tumor_PD,Proteome
MTX1,0.5608961,Mitochondria,Glioma_Tumor_PD,Proteome
MTX2,0.55044514,Mitochondria,Glioma_Tumor_PD,Proteome
MTX3,0.58461994,Mitochondria,Glioma_Tumor_PD,Proteome
MUL1,-0.19894937,Mitochondria,Glioma_Tumor_PD,Proteome
MVD,-0.3818315,Cytosol,Glioma_Tumor_PD,Proteome
MVK,-0.35021305,Cytosol,Glioma_Tumor_PD,Proteome
MVP,-0.3490663,Nucleus,Glioma_Tumor_PD,Proteome
MXRA7,0.062477376,Secretory,Glioma_Tumor_PD,Proteome
MYBBP1A,0.57868016,Nucleus,Glioma_Tumor_PD,Proteome
MYCBP2,-0.14341082,Secretory,Glioma_Tumor_PD,Proteome
MYO1B,-0.17815264,Secretory,Glioma_Tumor_PD,Proteome
MYO9A,-0.34793222,Cytosol,Glioma_Tumor_PD,Proteome
MYO9B,-0.036654934,Cytosol,Glioma_Tumor_PD,Proteome
MYOF,0.08105575,Secretory,Glioma_Tumor_PD,Proteome
N4BP1,-0.0018561089,Cytosol,Glioma_Tumor_PD,Proteome
NAA10,-0.17331143,Cytosol,Glioma_Tumor_PD,Proteome
NAA50,-0.58224726,Cytosol,Glioma_Tumor_PD,Proteome
NACA,-0.5230865,Cytosol,Glioma_Tumor_PD,Proteome
NAE1,-0.024093917,Cytosol,Glioma_Tumor_PD,Proteome
NAGK,-0.0841348,Cytosol,Glioma_Tumor_PD,Proteome
NAMPT,-0.076356806,Cytosol,Glioma_Tumor_PD,Proteome
NANP,-0.04882952,Cytosol,Glioma_Tumor_PD,Proteome
NANS,-0.06876624,Cytosol,Glioma_Tumor_PD,Proteome
NAP1L4,-0.22775726,Cytosol,Glioma_Tumor_PD,Proteome
NAPB,-0.4384156,Cytosol,Glioma_Tumor_PD,Proteome
NAPEPLD,-0.4764035,Secretory,Glioma_Tumor_PD,Proteome
NASP,0.5763375,Nucleus,Glioma_Tumor_PD,Proteome
NAT1,-0.08460526,Cytosol,Glioma_Tumor_PD,Proteome
NAT10,0.5016181,Nucleus,Glioma_Tumor_PD,Proteome
NAT14,0.0148101505,Secretory,Glioma_Tumor_PD,Proteome
NBAS,0.02278832,Secretory,Glioma_Tumor_PD,Proteome
NBN,0.6530486,Nucleus,Glioma_Tumor_PD,Proteome
NCAPD3,0.60758954,Nucleus,Glioma_Tumor_PD,Proteome
NCAPH2,0.6427492,Nucleus,Glioma_Tumor_PD,Proteome
NCBP1,0.66281533,Nucleus,Glioma_Tumor_PD,Proteome
NCEH1,-0.58401996,Secretory,Glioma_Tumor_PD,Proteome
NCK1,-0.051484402,Cytosol,Glioma_Tumor_PD,Proteome
NCK2,-0.32358956,Cytosol,Glioma_Tumor_PD,Proteome
NCL,0.6823813,Nucleus,Glioma_Tumor_PD,Proteome
NCLN,0.044961073,Secretory,Glioma_Tumor_PD,Proteome
NCOA5,0.6010051,Nucleus,Glioma_Tumor_PD,Proteome
NCOR1,0.6761746,Nucleus,Glioma_Tumor_PD,Proteome
NCOR2,0.64665025,Nucleus,Glioma_Tumor_PD,Proteome
NDC1,-0.64881176,Secretory,Glioma_Tumor_PD,Proteome
NDC80,-0.63617015,Cytosol,Glioma_Tumor_PD,Proteome
NDE1,-0.23109345,Cytosol,Glioma_Tumor_PD,Proteome
NDEL1,-0.46345013,Cytosol,Glioma_Tumor_PD,Proteome
NDFIP1,-0.19358829,Secretory,Glioma_Tumor_PD,Proteome
NDRG1,-0.079793625,Cytosol,Glioma_Tumor_PD,Proteome
NDRG2,-0.35220456,Cytosol,Glioma_Tumor_PD,Proteome
NDRG3,-0.46207,Cytosol,Glioma_Tumor_PD,Proteome
NDST1,-0.23306772,Secretory,Glioma_Tumor_PD,Proteome
NDUFA10,0.5287749,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFA12,0.5287331,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFA2,0.52114624,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFA3,0.5495065,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFA4,0.5065235,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFA5,0.5560794,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFA8,0.544594,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFAB1,0.5435885,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFAF1,0.525001,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFAF2,0.5752574,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFAF3,0.53058296,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFAF4,0.5706293,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFAF7,0.51597214,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFB1,0.55187035,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFB10,0.5440121,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFB11,0.5621663,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFB3,0.5610093,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFB4,0.5330019,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFB5,0.557296,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFB6,0.5337784,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFB7,0.5179457,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFB8,0.52628285,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFB9,0.5350784,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFC2,0.5503341,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFS1,0.53132397,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFS2,0.536228,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFS3,0.5462081,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFS4,0.5197363,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFS5,0.52787054,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFS6,0.5247941,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFS7,0.52491003,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFS8,0.53225595,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFV1,0.51759946,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFV2,0.5495023,Mitochondria,Glioma_Tumor_PD,Proteome
NDUFV3,0.52497524,Mitochondria,Glioma_Tumor_PD,Proteome
NECAP1,-0.43478033,Cytosol,Glioma_Tumor_PD,Proteome
NECAP2,-0.07060974,Cytosol,Glioma_Tumor_PD,Proteome
NEK7,-0.06409477,Cytosol,Glioma_Tumor_PD,Proteome
NELFA,0.65965486,Nucleus,Glioma_Tumor_PD,Proteome
NELFE,0.65502995,Nucleus,Glioma_Tumor_PD,Proteome
NEO1,-0.42551145,Secretory,Glioma_Tumor_PD,Proteome
NEURL4,-0.15146916,Secretory,Glioma_Tumor_PD,Proteome
NFKB1,-0.077628255,Cytosol,Glioma_Tumor_PD,Proteome
NFKB2,-0.077106446,Cytosol,Glioma_Tumor_PD,Proteome
NFKBIB,0.08972515,Cytosol,Glioma_Tumor_PD,Proteome
NFXL1,-0.06385482,Secretory,Glioma_Tumor_PD,Proteome
NGDN,0.5801678,Nucleus,Glioma_Tumor_PD,Proteome
NGLY1,0.056379102,Cytosol,Glioma_Tumor_PD,Proteome
NIF3L1,-0.6180272,Cytosol,Glioma_Tumor_PD,Proteome
NIFK,0.23179959,Nucleus,Glioma_Tumor_PD,Proteome
NIP7,0.58970714,Nucleus,Glioma_Tumor_PD,Proteome
NIPBL,0.6756006,Nucleus,Glioma_Tumor_PD,Proteome
NIT2,-0.17375259,Cytosol,Glioma_Tumor_PD,Proteome
NKIRAS1,-0.39611807,Cytosol,Glioma_Tumor_PD,Proteome
NKRF,0.6598939,Nucleus,Glioma_Tumor_PD,Proteome
NLRX1,0.4617421,Mitochondria,Glioma_Tumor_PD,Proteome
NME1,-0.3387707,Cytosol,Glioma_Tumor_PD,Proteome
NME3,-0.2624744,Mitochondria,Glioma_Tumor_PD,Proteome
NMI,-0.07742613,Cytosol,Glioma_Tumor_PD,Proteome
NMT1,-0.33571061,Nucleus,Glioma_Tumor_PD,Proteome
NMT2,-0.16000538,Cytosol,Glioma_Tumor_PD,Proteome
NNT,0.5930505,Mitochondria,Glioma_Tumor_PD,Proteome
NOC2L,0.5518526,Nucleus,Glioma_Tumor_PD,Proteome
NOC4L,0.57510763,Nucleus,Glioma_Tumor_PD,Proteome
NOL10,0.60421383,Nucleus,Glioma_Tumor_PD,Proteome
NOL11,0.55592275,Nucleus,Glioma_Tumor_PD,Proteome
NOL6,0.5894748,Nucleus,Glioma_Tumor_PD,Proteome
NOL7,0.199711,Nucleus,Glioma_Tumor_PD,Proteome
NOL8,0.6627733,Nucleus,Glioma_Tumor_PD,Proteome
NOL9,0.6280969,Nucleus,Glioma_Tumor_PD,Proteome
NOLC1,0.595253,Nucleus,Glioma_Tumor_PD,Proteome
NOM1,0.61904037,Nucleus,Glioma_Tumor_PD,Proteome
NOMO1,0.048788663,Secretory,Glioma_Tumor_PD,Proteome
NOP14,0.55557233,Nucleus,Glioma_Tumor_PD,Proteome
NOP16,0.30214146,Nucleus,Glioma_Tumor_PD,Proteome
NOP2,0.2924408,Nucleus,Glioma_Tumor_PD,Proteome
NOP56,0.6729163,Nucleus,Glioma_Tumor_PD,Proteome
NOP58,0.6575414,Nucleus,Glioma_Tumor_PD,Proteome
NOP9,0.67232805,Nucleus,Glioma_Tumor_PD,Proteome
NOTCH1,-0.48501462,Secretory,Glioma_Tumor_PD,Proteome
NOTCH2,0.063358486,Secretory,Glioma_Tumor_PD,Proteome
NOTCH3,0.018704684,Secretory,Glioma_Tumor_PD,Proteome
NPC1,0.08594995,Secretory,Glioma_Tumor_PD,Proteome
NPEPL1,-0.042695094,Cytosol,Glioma_Tumor_PD,Proteome
NPEPPS,-0.2599718,Cytosol,Glioma_Tumor_PD,Proteome
NPM1,0.6396712,Nucleus,Glioma_Tumor_PD,Proteome
NPM3,0.52574253,Nucleus,Glioma_Tumor_PD,Proteome
NPTN,-0.48602086,Secretory,Glioma_Tumor_PD,Proteome
NQO1,-0.08649978,Cytosol,Glioma_Tumor_PD,Proteome
NQO2,-0.5773332,Cytosol,Glioma_Tumor_PD,Proteome
NR3C1,-0.6691236,Cytosol,Glioma_Tumor_PD,Proteome
NRBP1,-0.0211896,Cytosol,Glioma_Tumor_PD,Proteome
NRF1,0.6416518,Nucleus,Glioma_Tumor_PD,Proteome
NRP1,0.07740614,Secretory,Glioma_Tumor_PD,Proteome
NRP2,0.07114525,Secretory,Glioma_Tumor_PD,Proteome
NSDHL,-0.10110382,Secretory,Glioma_Tumor_PD,Proteome
NSF,-0.44589004,Secretory,Glioma_Tumor_PD,Proteome
NSFL1C,-0.025561642,Cytosol,Glioma_Tumor_PD,Proteome
NSL1,0.61186266,Nucleus,Glioma_Tumor_PD,Proteome
NSMAF,-0.080607414,Cytosol,Glioma_Tumor_PD,Proteome
NSUN4,0.4118518,Mitochondria,Glioma_Tumor_PD,Proteome
NSUN6,0.0021202082,Cytosol,Glioma_Tumor_PD,Proteome
NT5C,-0.06593585,Cytosol,Glioma_Tumor_PD,Proteome
NT5C2,-0.388673,Cytosol,Glioma_Tumor_PD,Proteome
NT5C3B,0.124175474,Cytosol,Glioma_Tumor_PD,Proteome
NT5DC1,-0.0935519,Cytosol,Glioma_Tumor_PD,Proteome
NT5E,-0.015010734,Secretory,Glioma_Tumor_PD,Proteome
NTAN1,-0.07959425,Cytosol,Glioma_Tumor_PD,Proteome
NTHL1,0.6553979,Nucleus,Glioma_Tumor_PD,Proteome
NUB1,0.030593269,Cytosol,Glioma_Tumor_PD,Proteome
NUBPL,0.55585456,Mitochondria,Glioma_Tumor_PD,Proteome
NUDC,-0.32995456,Cytosol,Glioma_Tumor_PD,Proteome
NUDCD1,-0.51161563,Cytosol,Glioma_Tumor_PD,Proteome
NUDCD2,0.012939604,Cytosol,Glioma_Tumor_PD,Proteome
NUDCD3,0.02818136,Cytosol,Glioma_Tumor_PD,Proteome
NUDT1,-0.59959066,Cytosol,Glioma_Tumor_PD,Proteome
NUDT14,-0.46997562,Cytosol,Glioma_Tumor_PD,Proteome
NUDT15,-0.23614292,Cytosol,Glioma_Tumor_PD,Proteome
NUDT16,-0.080190524,Cytosol,Glioma_Tumor_PD,Proteome
NUDT2,-0.21302491,Cytosol,Glioma_Tumor_PD,Proteome
NUMB,0.047000825,Secretory,Glioma_Tumor_PD,Proteome
NUP107,0.62915283,Nucleus,Glioma_Tumor_PD,Proteome
NUP133,0.62194854,Nucleus,Glioma_Tumor_PD,Proteome
NUP153,0.67514163,Nucleus,Glioma_Tumor_PD,Proteome
NUP155,0.5973471,Nucleus,Glioma_Tumor_PD,Proteome
NUP205,0.5528377,Nucleus,Glioma_Tumor_PD,Proteome
NUP210,0.6147276,Nucleus,Glioma_Tumor_PD,Proteome
NUP50,0.4928458,Nucleus,Glioma_Tumor_PD,Proteome
NUP93,0.62170976,Nucleus,Glioma_Tumor_PD,Proteome
NUP98,0.6338461,Nucleus,Glioma_Tumor_PD,Proteome
NXF1,0.6835921,Nucleus,Glioma_Tumor_PD,Proteome
NXT2,0.6560803,Nucleus,Glioma_Tumor_PD,Proteome
OARD1,-0.6463652,Cytosol,Glioma_Tumor_PD,Proteome
OBSL1,-0.022983393,Cytosol,Glioma_Tumor_PD,Proteome
OCIAD1,0.38534364,Mitochondria,Glioma_Tumor_PD,Proteome
OCIAD2,-0.36151993,Mitochondria,Glioma_Tumor_PD,Proteome
ODF2,-0.77943075,Mitochondria,Glioma_Tumor_PD,Proteome
OGFR,-0.60571295,Cytosol,Glioma_Tumor_PD,Proteome
OLA1,-0.13701335,Cytosol,Glioma_Tumor_PD,Proteome
OMA1,-0.08609803,Mitochondria,Glioma_Tumor_PD,Proteome
OPA1,0.5219686,Mitochondria,Glioma_Tumor_PD,Proteome
OS9,-0.44866592,Secretory,Glioma_Tumor_PD,Proteome
OSBPL2,-0.24941804,Cytosol,Glioma_Tumor_PD,Proteome
OSBPL5,0.046241768,Secretory,Glioma_Tumor_PD,Proteome
OSBPL8,-0.15484367,Secretory,Glioma_Tumor_PD,Proteome
OTUB1,-0.45145473,Cytosol,Glioma_Tumor_PD,Proteome
OXA1L,0.33855376,Mitochondria,Glioma_Tumor_PD,Proteome
OXR1,-0.46716848,Cytosol,Glioma_Tumor_PD,Proteome
P2RX4,0.08389264,Secretory,Glioma_Tumor_PD,Proteome
P4HB,-0.1479204,Nucleus,Glioma_Tumor_PD,Proteome
PAAF1,-0.06694433,Cytosol,Glioma_Tumor_PD,Proteome
PABPC1,0.5107475,Nucleus,Glioma_Tumor_PD,Proteome
PACSIN2,0.08980513,Cytosol,Glioma_Tumor_PD,Proteome
PAF1,0.67865556,Nucleus,Glioma_Tumor_PD,Proteome
PAIP1,-0.32786357,Cytosol,Glioma_Tumor_PD,Proteome
PAIP2,0.07216505,Cytosol,Glioma_Tumor_PD,Proteome
PAK1,-0.4699967,Cytosol,Glioma_Tumor_PD,Proteome
PAK1IP1,0.64090407,Nucleus,Glioma_Tumor_PD,Proteome
PAK2,0.13278052,Cytosol,Glioma_Tumor_PD,Proteome
PALLD,-0.064133465,Cytosol,Glioma_Tumor_PD,Proteome
PAM,-0.47895497,Secretory,Glioma_Tumor_PD,Proteome
PANK1,-0.27674964,Cytosol,Glioma_Tumor_PD,Proteome
PANK2,-0.14667554,Cytosol,Glioma_Tumor_PD,Proteome
PANK4,-0.58652276,Cytosol,Glioma_Tumor_PD,Proteome
PANX1,-0.1979705,Secretory,Glioma_Tumor_PD,Proteome
PAPSS2,-0.060915165,Cytosol,Glioma_Tumor_PD,Proteome
PARK7,-0.27696306,Cytosol,Glioma_Tumor_PD,Proteome
PARL,0.58736557,Mitochondria,Glioma_Tumor_PD,Proteome
PARP2,0.6506192,Nucleus,Glioma_Tumor_PD,Proteome
PARP4,-0.33345023,Nucleus,Glioma_Tumor_PD,Proteome
PARVA,-0.06767962,Cytosol,Glioma_Tumor_PD,Proteome
PASK,-0.08710084,Cytosol,Glioma_Tumor_PD,Proteome
PATL1,-0.6772018,Cytosol,Glioma_Tumor_PD,Proteome
PATZ1,0.53574157,Nucleus,Glioma_Tumor_PD,Proteome
PAXBP1,0.66041195,Nucleus,Glioma_Tumor_PD,Proteome
PBDC1,-0.56604534,Cytosol,Glioma_Tumor_PD,Proteome
PBK,-0.59855276,Cytosol,Glioma_Tumor_PD,Proteome
PBXIP1,-0.16111036,Secretory,Glioma_Tumor_PD,Proteome
PCBP1,-0.3497312,Cytosol,Glioma_Tumor_PD,Proteome
PCDH1,-0.51087064,Secretory,Glioma_Tumor_PD,Proteome
PCF11,0.6527373,Nucleus,Glioma_Tumor_PD,Proteome
PCGF5,0.6677557,Nucleus,Glioma_Tumor_PD,Proteome
PCID2,-0.6537046,Cytosol,Glioma_Tumor_PD,Proteome
PCMT1,-0.43496948,Cytosol,Glioma_Tumor_PD,Proteome
PCNA,-0.60874224,Cytosol,Glioma_Tumor_PD,Proteome
PCYOX1,0.085325435,Secretory,Glioma_Tumor_PD,Proteome
PCYT2,-0.48985937,Cytosol,Glioma_Tumor_PD,Proteome
PDAP1,0.059758116,Cytosol,Glioma_Tumor_PD,Proteome
PDCD10,-0.07911157,Cytosol,Glioma_Tumor_PD,Proteome
PDCD11,0.5663171,Nucleus,Glioma_Tumor_PD,Proteome
PDCD2L,0.08235125,Cytosol,Glioma_Tumor_PD,Proteome
PDCL3,-0.5053415,Cytosol,Glioma_Tumor_PD,Proteome
PDE5A,-0.12773246,Cytosol,Glioma_Tumor_PD,Proteome
PDE6D,-0.05575951,Cytosol,Glioma_Tumor_PD,Proteome
PDHX,-0.57313865,Secretory,Glioma_Tumor_PD,Proteome
PDK1,0.04737468,Mitochondria,Glioma_Tumor_PD,Proteome
PDLIM5,-0.043788962,Cytosol,Glioma_Tumor_PD,Proteome
PDS5A,0.6741927,Nucleus,Glioma_Tumor_PD,Proteome
PDS5B,0.6702585,Nucleus,Glioma_Tumor_PD,Proteome
PDSS2,0.30084047,Mitochondria,Glioma_Tumor_PD,Proteome
PDXP,-0.39201525,Cytosol,Glioma_Tumor_PD,Proteome
PDZD8,-0.3583694,Secretory,Glioma_Tumor_PD,Proteome
PEBP1,-0.46356717,Cytosol,Glioma_Tumor_PD,Proteome
PEPD,-0.00942794,Cytosol,Glioma_Tumor_PD,Proteome
PEX11B,0.09007968,Secretory,Glioma_Tumor_PD,Proteome
PEX14,-0.5908204,Secretory,Glioma_Tumor_PD,Proteome
PEX16,-0.551954,Secretory,Glioma_Tumor_PD,Proteome
PEX19,0.05179922,Cytosol,Glioma_Tumor_PD,Proteome
PEX6,0.059183683,Secretory,Glioma_Tumor_PD,Proteome
PFAS,-0.6158068,Cytosol,Glioma_Tumor_PD,Proteome
PFDN1,0.016823191,Cytosol,Glioma_Tumor_PD,Proteome
PFDN2,0.062458742,Cytosol,Glioma_Tumor_PD,Proteome
PFDN5,0.04309931,Cytosol,Glioma_Tumor_PD,Proteome
PFDN6,0.08196241,Cytosol,Glioma_Tumor_PD,Proteome
PFKFB2,-0.4177393,Cytosol,Glioma_Tumor_PD,Proteome
PFKL,-0.06718671,Cytosol,Glioma_Tumor_PD,Proteome
PFN1,-0.074725226,Cytosol,Glioma_Tumor_PD,Proteome
PFN2,-0.07259245,Cytosol,Glioma_Tumor_PD,Proteome
PGAM1,-0.4048912,Cytosol,Glioma_Tumor_PD,Proteome
PGAM5,0.48227778,Mitochondria,Glioma_Tumor_PD,Proteome
PGAP1,-0.13382587,Secretory,Glioma_Tumor_PD,Proteome
PGK1,-0.0777424,Cytosol,Glioma_Tumor_PD,Proteome
PGM1,-0.21952336,Cytosol,Glioma_Tumor_PD,Proteome
PGM2,-0.076192506,Cytosol,Glioma_Tumor_PD,Proteome
PGM2L1,-0.43878004,Cytosol,Glioma_Tumor_PD,Proteome
PGM3,0.094221935,Cytosol,Glioma_Tumor_PD,Proteome
PGP,-0.41861102,Cytosol,Glioma_Tumor_PD,Proteome
PGRMC1,-0.10991118,Secretory,Glioma_Tumor_PD,Proteome
PGRMC2,-0.014050935,Secretory,Glioma_Tumor_PD,Proteome
PGS1,0.5015193,Mitochondria,Glioma_Tumor_PD,Proteome
PHACTR2,-0.4521444,Cytosol,Glioma_Tumor_PD,Proteome
PHACTR4,0.008352505,Cytosol,Glioma_Tumor_PD,Proteome
PHB2,0.43869576,Mitochondria,Glioma_Tumor_PD,Proteome
PHF2,0.6301485,Nucleus,Glioma_Tumor_PD,Proteome
PHGDH,-0.11114701,Cytosol,Glioma_Tumor_PD,Proteome
PHIP,0.62133116,Nucleus,Glioma_Tumor_PD,Proteome
PHKA1,-0.17109151,Cytosol,Glioma_Tumor_PD,Proteome
PHKB,-0.09143978,Cytosol,Glioma_Tumor_PD,Proteome
PHKG2,-0.0958134,Cytosol,Glioma_Tumor_PD,Proteome
PHLPP1,-0.3925929,Cytosol,Glioma_Tumor_PD,Proteome
PHPT1,-0.008647709,Cytosol,Glioma_Tumor_PD,Proteome
PHYH,-0.470181,Secretory,Glioma_Tumor_PD,Proteome
PHYKPL,-0.06553078,Cytosol,Glioma_Tumor_PD,Proteome
PI4K2A,0.090304166,Secretory,Glioma_Tumor_PD,Proteome
PI4KB,-0.4103196,Cytosol,Glioma_Tumor_PD,Proteome
PIGK,0.030462135,Secretory,Glioma_Tumor_PD,Proteome
PIGU,0.018439135,Secretory,Glioma_Tumor_PD,Proteome
PIH1D1,-0.24440238,Cytosol,Glioma_Tumor_PD,Proteome
PIK3CA,-0.43239775,Cytosol,Glioma_Tumor_PD,Proteome
PIN4,-0.6696695,Cytosol,Glioma_Tumor_PD,Proteome
PIP5K1A,-0.5592684,Secretory,Glioma_Tumor_PD,Proteome
PIR,-0.07419819,Cytosol,Glioma_Tumor_PD,Proteome
PISD,0.5381917,Mitochondria,Glioma_Tumor_PD,Proteome
PITPNA,-0.30240324,Cytosol,Glioma_Tumor_PD,Proteome
PITPNB,0.11801757,Cytosol,Glioma_Tumor_PD,Proteome
PITPNM3,-0.46997187,Secretory,Glioma_Tumor_PD,Proteome
PKD2,0.054052237,Secretory,Glioma_Tumor_PD,Proteome
PKM,-0.079699285,Cytosol,Glioma_Tumor_PD,Proteome
PKNOX1,0.6593819,Nucleus,Glioma_Tumor_PD,Proteome
PKP2,-0.009957475,Mitochondria,Glioma_Tumor_PD,Proteome
PKP4,0.4300896,Mitochondria,Glioma_Tumor_PD,Proteome
PLA2G12A,-0.06754585,Secretory,Glioma_Tumor_PD,Proteome
PLAA,-0.20518714,Cytosol,Glioma_Tumor_PD,Proteome
PLAUR,0.080530465,Secretory,Glioma_Tumor_PD,Proteome
PLCB3,0.03958212,Cytosol,Glioma_Tumor_PD,Proteome
PLCD1,-0.198135,Secretory,Glioma_Tumor_PD,Proteome
PLCD3,-0.24737567,Secretory,Glioma_Tumor_PD,Proteome
PLCG1,-0.012307377,Cytosol,Glioma_Tumor_PD,Proteome
PLD1,0.09263783,Secretory,Glioma_Tumor_PD,Proteome
PLEKHA2,-0.063932836,Cytosol,Glioma_Tumor_PD,Proteome
PLGRKT,0.47336948,Mitochondria,Glioma_Tumor_PD,Proteome
PLRG1,0.6692279,Nucleus,Glioma_Tumor_PD,Proteome
PLS3,-0.06257805,Cytosol,Glioma_Tumor_PD,Proteome
PLSCR1,0.028479911,Secretory,Glioma_Tumor_PD,Proteome
PLXNA1,-0.4762038,Secretory,Glioma_Tumor_PD,Proteome
PLXNA2,-0.50972843,Secretory,Glioma_Tumor_PD,Proteome
PLXNA3,-0.11771478,Secretory,Glioma_Tumor_PD,Proteome
PLXNB2,0.034830753,Secretory,Glioma_Tumor_PD,Proteome
PLXND1,0.091809906,Secretory,Glioma_Tumor_PD,Proteome
PM20D2,-0.5967593,Cytosol,Glioma_Tumor_PD,Proteome
PMM1,-0.45508215,Cytosol,Glioma_Tumor_PD,Proteome
PMM2,-0.06078446,Cytosol,Glioma_Tumor_PD,Proteome
PMVK,0.087706596,Cytosol,Glioma_Tumor_PD,Proteome
PNKD,-0.27006394,Mitochondria,Glioma_Tumor_PD,Proteome
PNN,0.67387146,Nucleus,Glioma_Tumor_PD,Proteome
PNPLA6,0.029279,Secretory,Glioma_Tumor_PD,Proteome
PNPLA8,0.5107008,Mitochondria,Glioma_Tumor_PD,Proteome
PNPO,-0.106626324,Cytosol,Glioma_Tumor_PD,Proteome
PODXL,0.0046253027,Secretory,Glioma_Tumor_PD,Proteome
POGZ,0.613223,Nucleus,Glioma_Tumor_PD,Proteome
POLR1A,0.54215306,Nucleus,Glioma_Tumor_PD,Proteome
POLR1E,0.6376125,Nucleus,Glioma_Tumor_PD,Proteome
POLR2A,0.68264186,Nucleus,Glioma_Tumor_PD,Proteome
POLR3B,0.62521416,Nucleus,Glioma_Tumor_PD,Proteome
POLRMT,-0.49091202,Secretory,Glioma_Tumor_PD,Proteome
POM121C,0.47312462,Nucleus,Glioma_Tumor_PD,Proteome
POMGNT1,-0.22808371,Secretory,Glioma_Tumor_PD,Proteome
POMK,-0.13386886,Secretory,Glioma_Tumor_PD,Proteome
PON2,-0.09448135,Secretory,Glioma_Tumor_PD,Proteome
POP1,0.6795031,Nucleus,Glioma_Tumor_PD,Proteome
