Protein	Localization
HLA-A	Secretory
HLA-C	Secretory
HLA-E	Secretory
HLA-F	Secretory
HLTF	Nucleus
HM13	Secretory
HMG20A	Nucleus
HMGCR	Secretory
HMGCS1	Cytosol
HMGXB4	Nucleus
HMOX2	Secretory
HNRNPA0	Nucleus
HNRNPA1	Nucleus
HNRNPA2B1	Nucleus
HNRNPA3	Nucleus
HNRNPAB	Nucleus
HNRNPC	Nucleus
HNRNPD	Nucleus
HNRNPDL	Nucleus
HNRNPH1	Nucleus
HNRNPH2	Nucleus
HNRNPH3	Nucleus
HNRNPK	Nucleus
HNRNPL	Nucleus
HNRNPM	Nucleus
HNRNPR	Nucleus
HNRNPUL1	Nucleus
HOOK3	Cytosol
HP1BP3	Nucleus
HPSE	Secretory
HRAS	Secretory
HS1BP3	Cytosol
HS2ST1	Secretory
HS6ST2	Secretory
HSBP1	Cytosol
HSD17B11	Secretory
HSD17B12	Secretory
HSD17B7	Secretory
HSDL1	Mitochondria
HSP90AA1	Cytosol
HSP90AB1	Cytosol
HSPA14	Cytosol
HSPA4	Cytosol
HSPA4L	Cytosol
HSPB1	Cytosol
HSPB8	Cytosol
HSPBP1	Cytosol
HSPH1	Cytosol
HTATIP2	Secretory
HTT	Cytosol
IAH1	Cytosol
IDE	Cytosol
IDH1	Cytosol
IDI1	Cytosol
IDS	Nucleus
IFIT5	Cytosol
IFNAR1	Secretory
IFNGR1	Secretory
IFT27	Cytosol
IFT81	Cytosol
IFT88	Cytosol
IGF1R	Secretory
IGF2BP2	Nucleus
IGF2R	Secretory
IGSF3	Secretory
IGSF8	Secretory
IK	Nucleus
IKBIP	Secretory
IL13RA1	Secretory
IL17RC	Secretory
IL1RAP	Secretory
IL27RA	Secretory
IL6ST	Secretory
ILF2	Nucleus
ILF3	Nucleus
ILVBL	Secretory
IMMP2L	Mitochondria
IMMT	Mitochondria
IMP3	Nucleus
IMP4	Nucleus
IMPA1	Cytosol
IMPACT	Cytosol
IMPAD1	Secretory
IMPDH1	Cytosol
INCENP	Nucleus
ING1	Nucleus
ING5	Nucleus
INO80	Nucleus
INO80B	Nucleus
INPP1	Cytosol
INPP4A	Cytosol
INPP5A	Secretory
INPP5K	Secretory
INPPL1	Cytosol
INSIG2	Secretory
INSR	Secretory
INTS3	Nucleus
IQSEC2	Cytosol
IRAK4	Cytosol
IREB2	Cytosol
IRF2BP1	Nucleus
IRF2BPL	Nucleus
IRF3	Cytosol
IRF9	Cytosol
IRS1	Cytosol
IRS2	Cytosol
ISG20L2	Nucleus
IST1	Cytosol
ITFG1	Secretory
ITFG3	Secretory
ITGA2	Secretory
ITGA3	Secretory
ITGA5	Secretory
ITGA6	Secretory
ITGAV	Secretory
ITGB1	Secretory
ITGB4	Secretory
ITM2B	Secretory
ITM2C	Secretory
ITPA	Cytosol
ITPKC	Cytosol
ITPR2	Secretory
ITPR3	Secretory
IWS1	Nucleus
JAGN1	Secretory
JAK1	Secretory
JAK2	Secretory
JARID2	Nucleus
JMJD1C	Nucleus
JPH1	Secretory
JTB	Secretory
JUP	Mitochondria
KAT6A	Nucleus
KAT7	Nucleus
KCMF1	Cytosol
KCTD9	Cytosol
KDM1A	Nucleus
KDM2A	Nucleus
KDM3B	Nucleus
KDM4A	Nucleus
KDM5B	Nucleus
KDM6B	Nucleus
KDSR	Secretory
KHK	Cytosol
KIAA0020	Nucleus
KIAA0100	Secretory
KIAA0319L	Secretory
KIAA0513	Cytosol
KIAA0753	Secretory
KIAA0754	Secretory
KIAA0907	Nucleus
KIAA0922	Secretory
KIAA1109	Secretory
KIAA1147	Secretory
KIAA1244	Cytosol
KIAA1279	Cytosol
KIAA1429	Nucleus
KIAA1467	Secretory
KIAA1522	Secretory
KIAA1598	Cytosol
KIAA1715	Secretory
KIAA1919	Secretory
KIDINS220	Secretory
KIF13B	Cytosol
KIF14	Secretory
KIF15	Cytosol
KIF18A	Nucleus
KIF21A	Cytosol
KIF22	Nucleus
KIF3B	Cytosol
KIF4A	Nucleus
KIF5B	Cytosol
KLC2	Cytosol
KLC4	Cytosol
KLHL11	Cytosol
KLHL26	Cytosol
KLHL36	Cytosol
KMT2A	Nucleus
KNTC1	Cytosol
KPNA2	Cytosol
KPNA4	Cytosol
KRAS	Secretory
KRI1	Nucleus
KRR1	Nucleus
KRT80	Cytosol
KTN1	Secretory
L2HGDH	Mitochondria
LACTB	Secretory
LAMA5	Secretory
LAMB3	Secretory
LAMP1	Secretory
LAMP2	Secretory
LAMTOR1	Secretory
LAMTOR3	Secretory
LAPTM4A	Secretory
LARP1	Nucleus
LARP1B	Nucleus
LARP4B	Nucleus
LARP7	Nucleus
LAS1L	Nucleus
LASP1	Cytosol
LBR	Secretory
LCLAT1	Secretory
LDHB	Cytosol
LDLR	Secretory
LEMD2	Mitochondria
LEMD3	Nucleus
LEO1	Nucleus
LEPRE1	Secretory
LEPROT	Secretory
LEPROTL1	Secretory
LETM1	Mitochondria
LGALSL	Cytosol
LIMD1	Cytosol
LIMS1	Cytosol
LIN7C	Secretory
LLGL2	Secretory
LLPH	Nucleus
LMAN1	Secretory
LMAN2	Secretory
LMAN2L	Secretory
LMBRD1	Secretory
LMBRD2	Secretory
LMCD1	Cytosol
LMLN	Secretory
LMNA	Nucleus
LMNB1	Nucleus
LMTK2	Secretory
LNPEP	Secretory
LOH12CR1	Secretory
LPCAT1	Secretory
LPCAT2	Secretory
LPCAT4	Secretory
LPGAT1	Secretory
LPIN2	Cytosol
LPP	Cytosol
LRCH4	Secretory
LRIF1	Nucleus
LRIG2	Secretory
LRP1	Secretory
LRP10	Secretory
LRP11	Secretory
LRP12	Secretory
LRP5	Secretory
LRP6	Secretory
LRP8	Secretory
LRPAP1	Nucleus
LRRC1	Mitochondria
LRRC16A	Cytosol
LRRC59	Secretory
LRRC8A	Secretory
LRRC8B	Secretory
LRRC8D	Secretory
LRRC8E	Secretory
LRSAM1	Cytosol
LSM1	Cytosol
LSS	Secretory
LTA4H	Cytosol
LTBR	Secretory
LYAR	Nucleus
LYN	Secretory
LYPLA1	Cytosol
LYRM1	Mitochondria
LYRM7	Mitochondria
LYSMD2	Cytosol
LYSMD3	Secretory
LZIC	Cytosol
LZTFL1	Cytosol
M6PR	Secretory
MACROD1	Mitochondria
MAD1L1	Nucleus
MAD2L1	Cytosol
MAF1	Cytosol
MAFG	Nucleus
MAGI3	Cytosol
MALT1	Cytosol
MAML1	Nucleus
MAN1A2	Secretory
MAN1B1	Secretory
MAN2A1	Secretory
MAN2A2	Secretory
MANBAL	Secretory
MANEA	Secretory
MAP2K1	Cytosol
MAP3K7	Cytosol
MAP4	Cytosol
MAP4K2	Cytosol
MAP4K3	Cytosol
MAP4K5	Cytosol
MAPK1	Cytosol
MAPK12	Cytosol
MAPK14	Cytosol
MAPK8	Cytosol
MAPK9	Cytosol
MAPKAP1	Cytosol
MAPRE1	Cytosol
MARC2	Mitochondria
MARC5	Mitochondria
MARC6	Secretory
MAST4	Cytosol
MAT2A	Cytosol
MAT2B	Cytosol
MATR3	Nucleus
MAVS	Mitochondria
MAX	Nucleus
MBD1	Nucleus
MBD2	Nucleus
MBLAC2	Secretory
MBOAT2	Secretory
MBOAT7	Secretory
MBTPS1	Secretory
MCL1	Mitochondria
MCM2	Nucleus
MCM3	Nucleus
MCM3AP	Nucleus
MCU	Mitochondria
MCUR1	Mitochondria
MDH1	Cytosol
MDK	Secretory
MDN1	Nucleus
MECP2	Nucleus
MEGF9	Secretory
MEMO1	Cytosol
MEN1	Nucleus
MEPCE	Nucleus
MESDC2	Nucleus
MET	Secretory
METAP2	Cytosol
METTL10	Cytosol
METTL2B	Cytosol
METTL5	Cytosol
METTL7A	Secretory
METTL9	Secretory
MFF	Mitochondria
MFI2	Secretory
MFN1	Mitochondria
MFN2	Mitochondria
MFSD1	Secretory
MFSD6	Secretory
MFSD8	Secretory
MGAT1	Secretory
MGAT2	Secretory
MGAT4B	Secretory
MGAT5	Secretory
MGEA5	Cytosol
MGME1	Mitochondria
MGRN1	Secretory
MGST3	Mitochondria
MIA3	Secretory
MICAL2	Secretory
MICAL3	Cytosol
MICU1	Mitochondria
MICU2	Mitochondria
MIEF1	Mitochondria
MIEN1	Cytosol
MIF4GD	Cytosol
MIS18BP1	Nucleus
MKI67	Nucleus
MKKS	Mitochondria
MKL1	Cytosol
MKL2	Cytosol
MKNK1	Cytosol
MLEC	Secretory
MLKL	Cytosol
MLLT1	Nucleus
MMAB	Mitochondria
MMADHC	Cytosol
MMGT1	Secretory
MNAT1	Nucleus
MOB2	Cytosol
MOCS2	Cytosol
MORC3	Nucleus
MORF4L1	Nucleus
MORF4L2	Nucleus
MOSPD2	Secretory
MOV10	Nucleus
MPHOSPH10	Nucleus
MPHOSPH8	Nucleus
MPI	Cytosol
MPP6	Mitochondria
MPP7	Mitochondria
MPV17L2	Mitochondria
MPZL1	Secretory
MREG	Secretory
MRI1	Cytosol
MRM1	Secretory
MRPL1	Secretory
MRPL11	Secretory
MRPL13	Secretory
MRPL14	Mitochondria
MRPL15	Secretory
MRPL16	Secretory
MRPL17	Secretory
MRPL18	Secretory
MRPL19	Secretory
MRPL2	Secretory
MRPL21	Secretory
MRPL22	Secretory
MRPL24	Secretory
MRPL27	Secretory
MRPL28	Secretory
MRPL3	Secretory
MRPL34	Secretory
MRPL39	Secretory
MRPL40	Secretory
MRPL41	Secretory
MRPL42	Secretory
MRPL43	Secretory
MRPL45	Secretory
MRPL46	Secretory
MRPL47	Secretory
MRPL48	Secretory
MRPL49	Secretory
MRPL50	Secretory
MRPL53	Secretory
MRPL54	Secretory
MRPL55	Secretory
MRPL9	Secretory
MRPS10	Secretory
MRPS11	Secretory
MRPS12	Secretory
MRPS14	Secretory
MRPS15	Secretory
MRPS16	Secretory
MRPS18A	Secretory
MRPS18B	Secretory
MRPS22	Secretory
MRPS23	Secretory
MRPS25	Secretory
MRPS28	Secretory
MRPS30	Secretory
MRPS31	Secretory
MRPS34	Secretory
MRPS35	Secretory
MRPS5	Secretory
MRPS9	Secretory
MRS2	Mitochondria
MSH3	Nucleus
MSI2	Nucleus
MSTO1	Cytosol
MT-CO1	Mitochondria
MT-CO2	Mitochondria
MTA1	Nucleus
MTCH1	Mitochondria
MTCH2	Mitochondria
MTDH	Secretory
MTERFD1	Secretory
MTERFD2	Mitochondria
MTF2	Nucleus
MTFR1	Mitochondria
MTFR1L	Mitochondria
MTFR2	Mitochondria
MTHFD1L	Mitochondria
MTMR1	Cytosol
MTMR12	Cytosol
MTMR2	Cytosol
MTMR3	Cytosol
MTMR6	Cytosol
MTPAP	Mitochondria
MTR	Cytosol
MTX1	Mitochondria
MTX2	Mitochondria
MTX3	Mitochondria
MUC1	Secretory
MUL1	Mitochondria
MUS81	Nucleus
MVD	Cytosol
MVK	Cytosol
MVP	Nucleus
MXRA7	Secretory
MYADM	Secretory
MYBBP1A	Nucleus
MYBL2	Nucleus
MYCBP2	Secretory
MYH14	Cytosol
MYO19	Mitochondria
MYO1B	Secretory
MYO9A	Cytosol
MYO9B	Cytosol
MYOF	Secretory
N4BP1	Cytosol
N4BP2L2	Nucleus
NAA10	Cytosol
NAA50	Cytosol
NACA	Cytosol
NAE1	Cytosol
NAGK	Cytosol
NAGPA	Secretory
NAMPT	Cytosol
NANP	Cytosol
NANS	Cytosol
NAP1L4	Cytosol
NAPB	Cytosol
NAPEPLD	Secretory
NARS	Cytosol
NASP	Nucleus
NAT1	Cytosol
NAT10	Nucleus
NAT14	Secretory
NBAS	Secretory
NBN	Nucleus
NCAPD3	Nucleus
NCAPH2	Nucleus
NCBP1	Nucleus
NCEH1	Secretory
NCK1	Cytosol
NCK2	Cytosol
NCL	Nucleus
NCLN	Secretory
NCOA5	Nucleus
NCOA6	Nucleus
NCOR1	Nucleus
NCOR2	Nucleus
NDC1	Secretory
NDC80	Cytosol
NDE1	Cytosol
NDEL1	Cytosol
NDFIP1	Secretory
NDFIP2	Secretory
NDOR1	Cytosol
NDRG1	Cytosol
NDRG2	Cytosol
NDRG3	Cytosol
NDST1	Secretory
NDUFA10	Mitochondria
NDUFA12	Mitochondria
NDUFA2	Mitochondria
NDUFA3	Mitochondria
NDUFA4	Mitochondria
NDUFA5	Mitochondria
NDUFA8	Mitochondria
NDUFAB1	Mitochondria
NDUFAF1	Mitochondria
NDUFAF2	Mitochondria
NDUFAF3	Mitochondria
NDUFAF4	Mitochondria
NDUFAF7	Mitochondria
NDUFB1	Mitochondria
NDUFB10	Mitochondria
NDUFB11	Mitochondria
NDUFB3	Mitochondria
NDUFB4	Mitochondria
NDUFB5	Mitochondria
NDUFB6	Mitochondria
NDUFB7	Mitochondria
NDUFB8	Mitochondria
NDUFB9	Mitochondria
NDUFC2	Mitochondria
NDUFS1	Mitochondria
NDUFS2	Mitochondria
NDUFS3	Mitochondria
NDUFS4	Mitochondria
NDUFS5	Mitochondria
NDUFS6	Mitochondria
NDUFS7	Mitochondria
NDUFS8	Mitochondria
NDUFV1	Mitochondria
NDUFV2	Mitochondria
NDUFV3	Mitochondria
NECAP1	Cytosol
NECAP2	Cytosol
NEK7	Cytosol
NELFA	Nucleus
NELFE	Nucleus
NEO1	Secretory
NET1	Secretory
NEURL4	Secretory
NFE2L1	Secretory
NFKB1	Cytosol
NFKB2	Cytosol
NFKBIB	Cytosol
NFKBIL1	Nucleus
NFXL1	Secretory
NGDN	Nucleus
NGLY1	Cytosol
NGRN	Secretory
NHP2L1	Nucleus
NIF3L1	Cytosol
NIFK	Nucleus
NIP7	Nucleus
NIPA2	Secretory
NIPBL	Nucleus
NIT2	Cytosol
NKIRAS1	Cytosol
NKRF	Nucleus
NLRX1	Mitochondria
NME1	Cytosol
NME3	Mitochondria
NMI	Cytosol
NMT1	Nucleus
NMT2	Cytosol
NNT	Mitochondria
NOC2L	Nucleus
NOC4L	Nucleus
NOL10	Nucleus
NOL11	Nucleus
NOL6	Nucleus
NOL7	Nucleus
NOL8	Nucleus
NOL9	Nucleus
NOLC1	Nucleus
NOM1	Nucleus
NOMO1	Secretory
NOP14	Nucleus
NOP16	Nucleus
NOP2	Nucleus
NOP56	Nucleus
NOP58	Nucleus
NOP9	Nucleus
NOTCH1	Secretory
NOTCH2	Secretory
NOTCH3	Secretory
NPC1	Secretory
NPEPL1	Cytosol
NPEPPS	Cytosol
NPM1	Nucleus
NPM3	Nucleus
NPmclust4	Nucleus
NPTN	Secretory
NQO1	Cytosol
NQO2	Cytosol
NR3C1	Cytosol
NRBP1	Cytosol
NRD1	Cytosol
NRF1	Nucleus
NRP1	Secretory
NRP2	Secretory
NSD1	Nucleus
NSDHL	Secretory
NSF	Secretory
NSFL1C	Cytosol
NSL1	Nucleus
NSMAF	Cytosol
NSUN4	Mitochondria
NSUN6	Cytosol
NT5C	Cytosol
NT5C2	Cytosol
NT5C3B	Cytosol
NT5DC1	Cytosol
NT5E	Secretory
NTAN1	Cytosol
NTHL1	Nucleus
NTN4	Secretory
NUB1	Cytosol
NUBPL	Mitochondria
NUDC	Cytosol
NUDCD1	Cytosol
NUDCD2	Cytosol
NUDCD3	Cytosol
NUDT1	Cytosol
NUDT14	Cytosol
NUDT15	Cytosol
NUDT16	Cytosol
NUDT2	Cytosol
NUF2	Cytosol
NUMB	Secretory
NUP107	Nucleus
NUP133	Nucleus
NUP153	Nucleus
NUP155	Nucleus
NUP205	Nucleus
NUP210	Nucleus
NUP50	Nucleus
NUP93	Nucleus
NUP98	Nucleus
NUPL2	Nucleus
NUS1	Secretory
NXF1	Nucleus
NXT1	Nucleus
NXT2	Nucleus
OARD1	Cytosol
OBSL1	Cytosol
OCIAD1	Mitochondria
OCIAD2	Mitochondria
OCLN	Secretory
ODF2	Mitochondria
OGFR	Cytosol
OLA1	Cytosol
OMA1	Mitochondria
OPA1	Mitochondria
ORAI2	Secretory
ORC1	Nucleus
OS9	Secretory
OSBPL2	Cytosol
OSBPL5	Secretory
OSBPL8	Secretory
OSMR	Secretory
OTUB1	Cytosol
OTUD5	Nucleus
OVCA2	Cytosol
OXA1L	Mitochondria
OXR1	Cytosol
P2RX4	Secretory
P4HB	Nucleus
PAAF1	Cytosol
PABPC1	Nucleus
PACSIN2	Cytosol
PAF1	Nucleus
PAIP1	Cytosol
PAIP2	Cytosol
PAIP2B	Cytosol
PAK1	Cytosol
PAK1IP1	Nucleus
PAK2	Cytosol
PALLD	Cytosol
PAM	Secretory
PANK1	Cytosol
PANK2	Cytosol
PANK3	Cytosol
PANK4	Cytosol
PANX1	Secretory
PAPD5	Nucleus
PAPSS2	Cytosol
PARK7	Cytosol
PARL	Mitochondria
PARP16	Secretory
PARP2	Nucleus
PARP4	Nucleus
PARVA	Cytosol
PASK	Cytosol
PATL1	Cytosol
PATZ1	Nucleus
PAXBP1	Nucleus
PBDC1	Cytosol
PBK	Cytosol
PBX2	Nucleus
PBXIP1	Secretory
PCBP1	Cytosol
PCDH1	Secretory
PCF11	Nucleus
PCGF1	Nucleus
PCGF5	Nucleus
PCID2	Cytosol
PCMT1	Cytosol
PCNA	Cytosol
PCNX	Secretory
PCNXL3	Secretory
PCYOX1	Secretory
PCYT2	Cytosol
PDAP1	Cytosol
PDCD10	Cytosol
PDCD11	Nucleus
PDCD2	Cytosol
PDCD2L	Cytosol
PDCL3	Cytosol
PDE5A	Cytosol
PDE6D	Cytosol
PDF	Mitochondria
PDHX	Secretory
PDK1	Mitochondria
PDLIM5	Cytosol
PDS5A	Nucleus
PDS5B	Nucleus
PDSS1	Mitochondria
PDSS2	Mitochondria
PDXP	Cytosol
PDZD8	Secretory
PEBP1	Cytosol
PEPD	Cytosol
PET117	Mitochondria
PEX10	Secretory
PEX11B	Secretory
PEX13	Secretory
PEX14	Secretory
PEX16	Secretory
PEX19	Cytosol
PEX26	Secretory
PEX6	Secretory
PFAS	Cytosol
PFDN1	Cytosol
PFDN2	Cytosol
PFDN5	Cytosol
PFDN6	Cytosol
PFKFB2	Cytosol
PFKL	Cytosol
PFN1	Cytosol
PFN2	Cytosol
PGAM1	Cytosol
PGAM5	Mitochondria
PGAP1	Secretory
PGAP2	Secretory
PGK1	Cytosol
PGM1	Cytosol
PGM2	Cytosol
PGM2L1	Cytosol
PGM3	Cytosol
PGP	Cytosol
PGRMC1	Secretory
PGRMC2	Secretory
PGS1	Mitochondria
PHACTR2	Cytosol
PHACTR4	Cytosol
PHB	Mitochondria
PHB2	Mitochondria
PHF2	Nucleus
PHGDH	Cytosol
PHIP	Nucleus
PHKA1	Cytosol
PHKB	Cytosol
PHKG2	Cytosol
PHLPP1	Cytosol
PHLPP2	Cytosol
PHPT1	Cytosol
PHYH	Secretory
PHYKPL	Cytosol
PI4K2A	Secretory
PI4K2B	Secretory
PI4KB	Cytosol
PIGB	Secretory
PIGG	Secretory
PIGK	Secretory
PIGM	Secretory
PIGN	Secretory
PIGP	Secretory
PIGQ	Secretory
PIGU	Secretory
PIH1D1	Cytosol
PIK3CA	Cytosol
PIN4	Cytosol
PINX1	Nucleus
PIP5K1A	Secretory
PIR	Cytosol
PISD	Mitochondria
PITPNA	Cytosol
PITPNB	Cytosol
PITPNM3	Secretory
PKD2	Secretory
PKM	Cytosol
PKN3	Secretory
PKNOX1	Nucleus
PKP2	Mitochondria
PKP4	Mitochondria
PLA2G12A	Secretory
PLAA	Cytosol
PLAUR	Secretory
PLCB3	Cytosol
PLCD1	Secretory
PLCD3	Secretory
PLCG1	Cytosol
PLD1	Secretory
PLEKHA2	Cytosol
PLEKHH3	Secretory
PLGRKT	Mitochondria
PLRG1	Nucleus
PLS3	Cytosol
PLSCR1	Secretory
PLXNA1	Secretory
PLXNA2	Secretory
PLXNA3	Secretory
PLXNB2	Secretory
PLXND1	Secretory
PM20D2	Cytosol
PMEPA1	Secretory
PMM1	Cytosol
PMM2	Cytosol
PMVK	Cytosol
PNKD	Mitochondria
PNN	Nucleus
PNPLA6	Secretory
PNPLA8	Mitochondria
PNPO	Cytosol
PODXL	Secretory
POGZ	Nucleus
POLR1A	Nucleus
POLR1E	Nucleus
POLR2A	Nucleus
POLR3B	Nucleus
POLRMT	Secretory
POM121	Nucleus
POM121C	Nucleus
POMGNT1	Secretory
POMK	Secretory
PON2	Secretory
POP1	Nucleus
POP4	Nucleus
POR	Secretory
PPA1	Cytosol
PPAT	Cytosol
PPCS	Cytosol
PPHLN1	Nucleus
PPIA	Cytosol
PPID	Cytosol
PPIL2	Nucleus
PPIL3	Cytosol
PPIP5K2	Cytosol
PPM1A	Cytosol
PPM1B	Cytosol
PPM1F	Cytosol
PPM1H	Cytosol
PPM1L	Secretory
PPME1	Cytosol
PPP1CB	Cytosol
PPP1R11	Cytosol
PPP1R14B	Cytosol
PPP1R16A	Secretory
PPP1R2	Cytosol
PPP1R7	Cytosol
PPP2R1A	Cytosol
PPP2R1B	Cytosol
PPP2R2A	Cytosol
PPP2R3A	Cytosol
PPP2R4	Cytosol
PPP2R5C	Cytosol
PPP2R5D	Cytosol
PPP3CB	Cytosol
PPP4C	Cytosol
PPP4R1	Cytosol
PPP5C	Cytosol
PPP6R1	Cytosol
PRDM15	Nucleus
PRDM2	Nucleus
PRDX1	Cytosol
PRDX6	Cytosol
PREB	Secretory
PREP	Cytosol
PREPL	Cytosol
PRKAB1	Cytosol
PRKAB2	Cytosol
PRKAR1B	Cytosol
PRKCA	Cytosol
PRKD2	Cytosol
PRKRA	Nucleus
PRMT3	Cytosol
PRMT5	Cytosol
PRNP	Secretory
PROSC	Cytosol
PRPF19	Nucleus
PRPF31	Nucleus
PRPF38A	Nucleus
PRPF40A	Nucleus
PRPS2	Cytosol
PRR11	Secretory
PRTFDC1	Cytosol
PRUNE	Cytosol
PSEN1	Secretory
PSEN2	Secretory
PSMA1	Cytosol
PSMA3	Cytosol
PSMA4	Cytosol
PSMA5	Cytosol
PSMA6	Cytosol
PSMA7	Cytosol
PSMB2	Cytosol
PSMB4	Cytosol
PSMB5	Cytosol
PSMB7	Cytosol
PSMC1	Cytosol
PSMC2	Cytosol
PSMC3	Cytosol
PSMC4	Cytosol
PSMC5	Cytosol
PSMD1	Cytosol
PSMD11	Cytosol
PSMD12	Cytosol
PSMD13	Cytosol
PSMD14	Cytosol
PSMD2	Cytosol
PSMD3	Cytosol
PSMD7	Cytosol
PSMD8	Cytosol
PSMD9	Cytosol
PSME4	Cytosol
PSMG1	Cytosol
PSMG4	Cytosol
PSPC1	Nucleus
PTCD2	Mitochondria
PTDSS1	Secretory
PTDSS2	Secretory
PTGES2	Mitochondria
PTGES3	Cytosol
PTGFRN	Secretory
PTGR1	Cytosol
PTK7	Secretory
PTP4A2	Cytosol
PTPLA	Secretory
PTPLAD1	Secretory
PTPMT1	Mitochondria
PTPN1	Secretory
PTPN11	Cytosol
PTPN12	Cytosol
PTPN13	Secretory
PTPRA	Secretory
PTPRE	Secretory
PTPRF	Secretory
PTPRJ	Secretory
PTPRK	Secretory
PTPRS	Secretory
PTRH2	Secretory
PTRHD1	Cytosol
PTTG1IP	Secretory
PUS3	Nucleus
PUSL1	Secretory
PVR	Secretory
PWP2	Nucleus
PWWP2A	Nucleus
PXN	Cytosol
PYCR1	Mitochondria
PYCR2	Mitochondria
PYGL	Cytosol
PYGO2	Nucleus
PYROXD1	Cytosol
QDPR	Cytosol
QPCTL	Secretory
QSER1	Nucleus
QSOX1	Secretory
QSOX2	Secretory
QTRT1	Cytosol
QTRTD1	Cytosol
R3HCC1	Cytosol
R3HDM2	Cytosol
RAB10	Secretory
RAB11A	Secretory
RAB11FIP5	Secretory
RAB12	Secretory
RAB13	Secretory
RAB14	Secretory
RAB15	Secretory
RAB18	Secretory
RAB1A	Secretory
RAB1B	Secretory
RAB20	Secretory
RAB21	Secretory
RAB22A	Secretory
RAB23	Secretory
RAB24	Secretory
RAB27A	Secretory
RAB27B	Secretory
RAB2A	Secretory
RAB2B	Secretory
RAB30	Secretory
RAB31	Secretory
RAB32	Secretory
RAB33B	Secretory
RAB35	Secretory
RAB43	Secretory
RAB4A	Secretory
RAB5A	Secretory
RAB6A	Secretory
RAB7A	Secretory
RAB7L1	Secretory
RAB8A	Secretory
RAB8B	Secretory
RAB9A	Secretory
RABAC1	Secretory
RABEP1	Cytosol
RABEPK	Cytosol
RABGAP1	Cytosol
RABGAP1L	Cytosol
RABGGTA	Cytosol
RABGGTB	Cytosol
RABIF	Cytosol
RABL3	Secretory
RABL5	Cytosol
RABL6	Cytosol
RACGAP1	Mitochondria
RAD21	Nucleus
RAD23A	Cytosol
RAD23B	Cytosol
RAD51	Cytosol
RAI1	Nucleus
RALA	Secretory
RALB	Secretory
RALGAPA2	Cytosol
RALGPS2	Cytosol
RALY	Nucleus
RAN	Cytosol
RANBP1	Cytosol
RANBP2	Nucleus
RANBP3	Nucleus
RAP1A	Secretory
RAP1B	Secretory
RAP1GDS1	Cytosol
RAP2A	Secretory
RAP2B	Secretory
RAP2C	Secretory
RAPH1	Cytosol
RASA1	Cytosol
RBBP5	Nucleus
RBBP8	Nucleus
RBBP9	Cytosol
RBCK1	Cytosol
RBKS	Cytosol
RBM12B	Nucleus
RBM14	Nucleus
RBM15	Nucleus
RBM15B	Nucleus
RBM19	Nucleus
RBM25	Nucleus
RBM34	Nucleus
RBM42	Nucleus
RBM47	Nucleus
RBM5	Nucleus
RBM6	Nucleus
RBMS2	Nucleus
RBMX	Nucleus
RBMXL1	Nucleus
RBPJ	Nucleus
RBX1	Cytosol
RCC1	Nucleus
RCE1	Secretory
RCL1	Nucleus
RCN1	Nucleus
RCOR1	Nucleus
RCOR3	Nucleus
RDH10	Secretory
RDH11	Secretory
RDH13	Mitochondria
RDH14	Secretory
RDX	Cytosol
RECQL5	Nucleus
REEP3	Secretory
REEP4	Secretory
REEP5	Secretory
REL	Cytosol
RELB	Cytosol
RELL1	Secretory
RER1	Secretory
RETSAT	Secretory
REXO2	Cytosol
REXO4	Nucleus
RFC1	Nucleus
RFFL	Secretory
RFX1	Nucleus
RHBDD1	Secretory
RHBDD3	Secretory
RHBDF1	Secretory
RHBDF2	Secretory
RHEB	Cytosol
RHOB	Secretory
RHOG	Secretory
RHOT1	Mitochondria
RHOT2	Mitochondria
RICTOR	Cytosol
RIF1	Nucleus
RIN3	Cytosol
RMDN1	Nucleus
RMDN2	Mitochondria
RMDN3	Mitochondria
RMND1	Mitochondria
RNF123	Cytosol
RNF126	Cytosol
RNF13	Secretory
RNF130	Secretory
RNF139	Secretory
RNF14	Cytosol
RNF145	Secretory
RNF146	Cytosol
RNF169	Nucleus
RNF170	Secretory
RNF19A	Secretory
RNF2	Nucleus
RNF20	Nucleus
RNF216	Cytosol
RNF25	Cytosol
RNF40	Nucleus
RNF5	Secretory
RNMT	Nucleus
RNMTL1	Secretory
RNPC3	Nucleus
RNPEP	Cytosol
RNPS1	Nucleus
ROCK1	Cytosol
ROCK2	Cytosol
RP2	Secretory
RPA3-AS1	Cytosol
RPAIN	Nucleus
RPE	Cytosol
RPF1	Nucleus
RPF2	Nucleus
RPGR	Cytosol
RPL10	Nucleus
RPL11	Nucleus
RPL12	Nucleus
RPL13A	Nucleus
RPL14	Nucleus
RPL15	Nucleus
RPL18	Nucleus
RPL18A	Nucleus
RPL21	Nucleus
RPL22L1	Nucleus
RPL23A	Nucleus
RPL27	Nucleus
RPL28	Nucleus
RPL3	Nucleus
RPL30	Nucleus
RPL34	Nucleus
RPL35A	Nucleus
RPL36	Nucleus
RPL37A	Nucleus
RPL3L	Nucleus
RPL4	Nucleus
RPL6	Nucleus
RPL7	Nucleus
RPL7A	Nucleus
RPL7L1	Nucleus
RPL9	Nucleus
RPLP0	Nucleus
RPLP2	Nucleus
RPN1	Secretory
RPN2	Secretory
RPRD2	Nucleus
RPS4X	Nucleus
RPS6KA1	Cytosol
RPS6KB1	Cytosol
