,Score,Localization,Dataset_Name,Type
LRCH4,-0.50639313,Secretory,Lung_NAT_PD,Proteome
LRIF1,0.37939653,Nucleus,Lung_NAT_PD,Proteome
LRP1,-0.094370835,Secretory,Lung_NAT_PD,Proteome
LRP10,-0.5572758,Secretory,Lung_NAT_PD,Proteome
LRPAP1,0.1356293,Nucleus,Lung_NAT_PD,Proteome
LRRC1,-0.33581197,Mitochondria,Lung_NAT_PD,Proteome
LRRC59,-0.25343513,Secretory,Lung_NAT_PD,Proteome
LRRC8A,-0.06908414,Secretory,Lung_NAT_PD,Proteome
LRRC8D,-0.38252714,Secretory,Lung_NAT_PD,Proteome
LRSAM1,0.11737356,Cytosol,Lung_NAT_PD,Proteome
LSM1,-0.2798117,Cytosol,Lung_NAT_PD,Proteome
LSS,-0.28412572,Secretory,Lung_NAT_PD,Proteome
LTA4H,-0.43135604,Cytosol,Lung_NAT_PD,Proteome
LTBR,-0.14219883,Secretory,Lung_NAT_PD,Proteome
LYAR,0.46375638,Nucleus,Lung_NAT_PD,Proteome
LYN,-0.21743514,Secretory,Lung_NAT_PD,Proteome
LYPLA1,0.021789119,Cytosol,Lung_NAT_PD,Proteome
LYRM1,0.45892486,Mitochondria,Lung_NAT_PD,Proteome
LYRM7,0.46378684,Mitochondria,Lung_NAT_PD,Proteome
LYSMD2,-0.16880487,Cytosol,Lung_NAT_PD,Proteome
LZIC,0.23433073,Cytosol,Lung_NAT_PD,Proteome
LZTFL1,0.14007276,Cytosol,Lung_NAT_PD,Proteome
M6PR,-0.40630177,Secretory,Lung_NAT_PD,Proteome
MACROD1,-0.3700102,Mitochondria,Lung_NAT_PD,Proteome
MAD1L1,0.4879781,Nucleus,Lung_NAT_PD,Proteome
MAD2L1,-0.3880925,Cytosol,Lung_NAT_PD,Proteome
MAF1,0.10470648,Cytosol,Lung_NAT_PD,Proteome
MAGI3,0.07014206,Cytosol,Lung_NAT_PD,Proteome
MALT1,-0.3076735,Cytosol,Lung_NAT_PD,Proteome
MAN1A2,-0.21381356,Secretory,Lung_NAT_PD,Proteome
MAN1B1,-0.52483124,Secretory,Lung_NAT_PD,Proteome
MAN2A1,-0.12022938,Secretory,Lung_NAT_PD,Proteome
MAN2A2,-0.288709,Secretory,Lung_NAT_PD,Proteome
MANBAL,-0.12205902,Secretory,Lung_NAT_PD,Proteome
MAP2K1,-0.3007237,Cytosol,Lung_NAT_PD,Proteome
MAP3K7,-0.36778668,Cytosol,Lung_NAT_PD,Proteome
MAP4,0.12065028,Cytosol,Lung_NAT_PD,Proteome
MAP4K2,0.09739377,Cytosol,Lung_NAT_PD,Proteome
MAP4K3,0.20216782,Cytosol,Lung_NAT_PD,Proteome
MAP4K5,0.117055446,Cytosol,Lung_NAT_PD,Proteome
MAPK1,0.08723723,Cytosol,Lung_NAT_PD,Proteome
MAPK12,0.1262794,Cytosol,Lung_NAT_PD,Proteome
MAPK14,-0.25983202,Cytosol,Lung_NAT_PD,Proteome
MAPK8,-0.22523557,Cytosol,Lung_NAT_PD,Proteome
MAPK9,0.16045475,Cytosol,Lung_NAT_PD,Proteome
MAPKAP1,0.1302396,Cytosol,Lung_NAT_PD,Proteome
MAPRE1,-0.24981207,Cytosol,Lung_NAT_PD,Proteome
MAST4,0.117952995,Cytosol,Lung_NAT_PD,Proteome
MAT2A,-0.25215122,Cytosol,Lung_NAT_PD,Proteome
MAT2B,-0.28226754,Cytosol,Lung_NAT_PD,Proteome
MATR3,0.37355855,Nucleus,Lung_NAT_PD,Proteome
MAVS,-0.47432587,Mitochondria,Lung_NAT_PD,Proteome
MAX,0.40873027,Nucleus,Lung_NAT_PD,Proteome
MBD1,0.17532377,Nucleus,Lung_NAT_PD,Proteome
MBD2,0.50438476,Nucleus,Lung_NAT_PD,Proteome
MBLAC2,-0.18656774,Secretory,Lung_NAT_PD,Proteome
MBOAT2,-0.039649207,Secretory,Lung_NAT_PD,Proteome
MBOAT7,-0.034552056,Secretory,Lung_NAT_PD,Proteome
MBTPS1,-0.06598248,Secretory,Lung_NAT_PD,Proteome
MCL1,0.15963338,Mitochondria,Lung_NAT_PD,Proteome
MCM2,0.36451334,Nucleus,Lung_NAT_PD,Proteome
MCM3,0.39692086,Nucleus,Lung_NAT_PD,Proteome
MCM3AP,0.27970216,Nucleus,Lung_NAT_PD,Proteome
MCU,0.47773427,Mitochondria,Lung_NAT_PD,Proteome
MCUR1,0.47282323,Mitochondria,Lung_NAT_PD,Proteome
MDH1,-0.061471026,Cytosol,Lung_NAT_PD,Proteome
MDK,-0.5034304,Secretory,Lung_NAT_PD,Proteome
MDN1,0.34686705,Nucleus,Lung_NAT_PD,Proteome
MECP2,0.24651347,Nucleus,Lung_NAT_PD,Proteome
MEGF9,-0.116361365,Secretory,Lung_NAT_PD,Proteome
MEMO1,-0.20273377,Cytosol,Lung_NAT_PD,Proteome
MEN1,0.36639562,Nucleus,Lung_NAT_PD,Proteome
MEPCE,0.36702976,Nucleus,Lung_NAT_PD,Proteome
MET,-0.29504418,Secretory,Lung_NAT_PD,Proteome
METAP2,-0.1722123,Cytosol,Lung_NAT_PD,Proteome
METTL2B,-0.39443398,Cytosol,Lung_NAT_PD,Proteome
METTL5,-0.089446954,Cytosol,Lung_NAT_PD,Proteome
METTL9,-0.39512926,Secretory,Lung_NAT_PD,Proteome
MFF,0.31727567,Mitochondria,Lung_NAT_PD,Proteome
MFN1,0.2864965,Mitochondria,Lung_NAT_PD,Proteome
MFN2,0.3784092,Mitochondria,Lung_NAT_PD,Proteome
MFSD6,-0.030331608,Secretory,Lung_NAT_PD,Proteome
MGAT1,-0.23040734,Secretory,Lung_NAT_PD,Proteome
MGAT5,-0.47851008,Secretory,Lung_NAT_PD,Proteome
MGME1,-0.616554,Mitochondria,Lung_NAT_PD,Proteome
MGRN1,-0.015448609,Secretory,Lung_NAT_PD,Proteome
MGST3,0.18448593,Mitochondria,Lung_NAT_PD,Proteome
MIA3,-0.19503611,Secretory,Lung_NAT_PD,Proteome
MICAL2,-0.0888535,Secretory,Lung_NAT_PD,Proteome
MICAL3,0.19642894,Cytosol,Lung_NAT_PD,Proteome
MICU1,0.40018243,Mitochondria,Lung_NAT_PD,Proteome
MICU2,0.4352215,Mitochondria,Lung_NAT_PD,Proteome
MIEF1,-0.49412325,Mitochondria,Lung_NAT_PD,Proteome
MIEN1,-0.309121,Cytosol,Lung_NAT_PD,Proteome
MIF4GD,0.0720366,Cytosol,Lung_NAT_PD,Proteome
MIS18BP1,0.38461393,Nucleus,Lung_NAT_PD,Proteome
MKI67,0.35638964,Nucleus,Lung_NAT_PD,Proteome
MKNK1,-0.11339514,Cytosol,Lung_NAT_PD,Proteome
MLEC,-0.049834605,Secretory,Lung_NAT_PD,Proteome
MLKL,-0.27303264,Cytosol,Lung_NAT_PD,Proteome
MLLT1,-0.29217082,Nucleus,Lung_NAT_PD,Proteome
MMAB,0.4629697,Mitochondria,Lung_NAT_PD,Proteome
MMGT1,-0.2619489,Secretory,Lung_NAT_PD,Proteome
MNAT1,0.3687653,Nucleus,Lung_NAT_PD,Proteome
MOB2,0.11815799,Cytosol,Lung_NAT_PD,Proteome
MOCS2,0.20578997,Cytosol,Lung_NAT_PD,Proteome
MORC3,0.34367612,Nucleus,Lung_NAT_PD,Proteome
MORF4L1,0.48481435,Nucleus,Lung_NAT_PD,Proteome
MORF4L2,0.4858723,Nucleus,Lung_NAT_PD,Proteome
MOSPD2,-0.37549347,Secretory,Lung_NAT_PD,Proteome
MOV10,0.506733,Nucleus,Lung_NAT_PD,Proteome
MPHOSPH10,0.42703792,Nucleus,Lung_NAT_PD,Proteome
MPHOSPH8,0.4240578,Nucleus,Lung_NAT_PD,Proteome
MPI,0.13340324,Cytosol,Lung_NAT_PD,Proteome
MPP7,-0.409459,Mitochondria,Lung_NAT_PD,Proteome
MPZL1,-0.1292745,Secretory,Lung_NAT_PD,Proteome
MRI1,0.13142033,Cytosol,Lung_NAT_PD,Proteome
MRM1,-0.46297216,Secretory,Lung_NAT_PD,Proteome
MRPL1,-0.4645481,Secretory,Lung_NAT_PD,Proteome
MRPL11,-0.44610822,Secretory,Lung_NAT_PD,Proteome
MRPL13,-0.46249434,Secretory,Lung_NAT_PD,Proteome
MRPL14,-0.5833454,Mitochondria,Lung_NAT_PD,Proteome
MRPL15,-0.4366262,Secretory,Lung_NAT_PD,Proteome
MRPL16,-0.4391797,Secretory,Lung_NAT_PD,Proteome
MRPL17,-0.4523367,Secretory,Lung_NAT_PD,Proteome
MRPL18,-0.45454133,Secretory,Lung_NAT_PD,Proteome
MRPL19,-0.4636072,Secretory,Lung_NAT_PD,Proteome
MRPL2,-0.39515388,Secretory,Lung_NAT_PD,Proteome
MRPL21,-0.5241968,Secretory,Lung_NAT_PD,Proteome
MRPL22,-0.573527,Secretory,Lung_NAT_PD,Proteome
MRPL24,-0.43154335,Secretory,Lung_NAT_PD,Proteome
MRPL27,-0.47288784,Secretory,Lung_NAT_PD,Proteome
MRPL28,-0.3166662,Secretory,Lung_NAT_PD,Proteome
MRPL3,-0.4407203,Secretory,Lung_NAT_PD,Proteome
MRPL39,-0.4476442,Secretory,Lung_NAT_PD,Proteome
MRPL40,-0.43865743,Secretory,Lung_NAT_PD,Proteome
MRPL41,-0.38788626,Secretory,Lung_NAT_PD,Proteome
MRPL42,-0.46759617,Secretory,Lung_NAT_PD,Proteome
MRPL43,-0.47809693,Secretory,Lung_NAT_PD,Proteome
MRPL45,-0.46567783,Secretory,Lung_NAT_PD,Proteome
MRPL46,-0.4540607,Secretory,Lung_NAT_PD,Proteome
MRPL47,-0.4083194,Secretory,Lung_NAT_PD,Proteome
MRPL48,-0.45369884,Secretory,Lung_NAT_PD,Proteome
MRPL49,-0.45670462,Secretory,Lung_NAT_PD,Proteome
MRPL50,-0.39891765,Secretory,Lung_NAT_PD,Proteome
MRPL54,-0.46808285,Secretory,Lung_NAT_PD,Proteome
MRPL55,-0.4533381,Secretory,Lung_NAT_PD,Proteome
MRPL9,-0.44937348,Secretory,Lung_NAT_PD,Proteome
MRPS10,-0.44130287,Secretory,Lung_NAT_PD,Proteome
MRPS11,-0.45771974,Secretory,Lung_NAT_PD,Proteome
MRPS12,-0.44747436,Secretory,Lung_NAT_PD,Proteome
MRPS14,-0.45943367,Secretory,Lung_NAT_PD,Proteome
MRPS15,-0.45863083,Secretory,Lung_NAT_PD,Proteome
MRPS16,-0.3529577,Secretory,Lung_NAT_PD,Proteome
MRPS18A,-0.4105049,Secretory,Lung_NAT_PD,Proteome
MRPS18B,-0.4450974,Secretory,Lung_NAT_PD,Proteome
MRPS22,-0.46329433,Secretory,Lung_NAT_PD,Proteome
MRPS23,-0.4718875,Secretory,Lung_NAT_PD,Proteome
MRPS25,-0.46858782,Secretory,Lung_NAT_PD,Proteome
MRPS28,-0.39286265,Secretory,Lung_NAT_PD,Proteome
MRPS30,-0.44283977,Secretory,Lung_NAT_PD,Proteome
MRPS31,-0.4777356,Secretory,Lung_NAT_PD,Proteome
MRPS34,-0.4809579,Secretory,Lung_NAT_PD,Proteome
MRPS35,-0.48054087,Secretory,Lung_NAT_PD,Proteome
MRPS5,-0.4576761,Secretory,Lung_NAT_PD,Proteome
MRPS9,-0.46406412,Secretory,Lung_NAT_PD,Proteome
MSH3,0.03914093,Nucleus,Lung_NAT_PD,Proteome
MSI2,-0.07935375,Nucleus,Lung_NAT_PD,Proteome
MSTO1,-0.35848624,Cytosol,Lung_NAT_PD,Proteome
MT-CO1,0.44865808,Mitochondria,Lung_NAT_PD,Proteome
MT-CO2,0.47326732,Mitochondria,Lung_NAT_PD,Proteome
MTA1,0.4003972,Nucleus,Lung_NAT_PD,Proteome
MTCH1,0.14427392,Mitochondria,Lung_NAT_PD,Proteome
MTCH2,0.39088282,Mitochondria,Lung_NAT_PD,Proteome
MTDH,-0.07980988,Secretory,Lung_NAT_PD,Proteome
MTFR1,-0.56321555,Mitochondria,Lung_NAT_PD,Proteome
MTFR1L,-0.36769924,Mitochondria,Lung_NAT_PD,Proteome
MTHFD1L,0.4793243,Mitochondria,Lung_NAT_PD,Proteome
MTMR1,0.15033238,Cytosol,Lung_NAT_PD,Proteome
MTMR12,0.110205695,Cytosol,Lung_NAT_PD,Proteome
MTMR2,0.21031603,Cytosol,Lung_NAT_PD,Proteome
MTMR3,-0.31241083,Cytosol,Lung_NAT_PD,Proteome
MTMR6,-0.1771014,Cytosol,Lung_NAT_PD,Proteome
MTPAP,0.47206733,Mitochondria,Lung_NAT_PD,Proteome
MTR,0.0030882144,Cytosol,Lung_NAT_PD,Proteome
MTX1,0.44025204,Mitochondria,Lung_NAT_PD,Proteome
MTX2,0.227708,Mitochondria,Lung_NAT_PD,Proteome
MTX3,0.20010847,Mitochondria,Lung_NAT_PD,Proteome
MUC1,-0.3751009,Secretory,Lung_NAT_PD,Proteome
MVD,-0.4692638,Cytosol,Lung_NAT_PD,Proteome
MVK,-0.42164046,Cytosol,Lung_NAT_PD,Proteome
MVP,0.14168161,Nucleus,Lung_NAT_PD,Proteome
MXRA7,-0.15489101,Secretory,Lung_NAT_PD,Proteome
MYADM,-0.15721698,Secretory,Lung_NAT_PD,Proteome
MYBBP1A,0.49218634,Nucleus,Lung_NAT_PD,Proteome
MYCBP2,-0.37968466,Secretory,Lung_NAT_PD,Proteome
MYH14,0.052255955,Cytosol,Lung_NAT_PD,Proteome
MYO19,-0.57472026,Mitochondria,Lung_NAT_PD,Proteome
MYO1B,-0.07647952,Secretory,Lung_NAT_PD,Proteome
MYO9A,0.09441078,Cytosol,Lung_NAT_PD,Proteome
MYO9B,-0.51995873,Cytosol,Lung_NAT_PD,Proteome
MYOF,-0.15574878,Secretory,Lung_NAT_PD,Proteome
N4BP1,0.05077052,Cytosol,Lung_NAT_PD,Proteome
N4BP2L2,-0.22850718,Nucleus,Lung_NAT_PD,Proteome
NAA10,-0.46812594,Cytosol,Lung_NAT_PD,Proteome
NAA50,-0.45963705,Cytosol,Lung_NAT_PD,Proteome
NACA,-0.30267784,Cytosol,Lung_NAT_PD,Proteome
NAE1,0.22158214,Cytosol,Lung_NAT_PD,Proteome
NAGK,-0.13681222,Cytosol,Lung_NAT_PD,Proteome
NAMPT,-0.4639471,Cytosol,Lung_NAT_PD,Proteome
NANP,-0.24421687,Cytosol,Lung_NAT_PD,Proteome
NANS,-0.19547477,Cytosol,Lung_NAT_PD,Proteome
NAP1L4,0.046811946,Cytosol,Lung_NAT_PD,Proteome
NAPB,0.034831464,Cytosol,Lung_NAT_PD,Proteome
NASP,0.5096241,Nucleus,Lung_NAT_PD,Proteome
NAT1,-0.21327677,Cytosol,Lung_NAT_PD,Proteome
NAT10,0.4162267,Nucleus,Lung_NAT_PD,Proteome
NBAS,-0.29712802,Secretory,Lung_NAT_PD,Proteome
NBN,0.31061888,Nucleus,Lung_NAT_PD,Proteome
NCAPD3,0.15681726,Nucleus,Lung_NAT_PD,Proteome
NCAPH2,0.32821897,Nucleus,Lung_NAT_PD,Proteome
NCBP1,0.5091307,Nucleus,Lung_NAT_PD,Proteome
NCEH1,-0.3838445,Secretory,Lung_NAT_PD,Proteome
NCK1,0.08060641,Cytosol,Lung_NAT_PD,Proteome
NCK2,0.1554136,Cytosol,Lung_NAT_PD,Proteome
NCL,0.32809585,Nucleus,Lung_NAT_PD,Proteome
NCLN,-0.27827096,Secretory,Lung_NAT_PD,Proteome
NCOA5,0.45112786,Nucleus,Lung_NAT_PD,Proteome
NCOA6,0.21095487,Nucleus,Lung_NAT_PD,Proteome
NCOR1,0.45521975,Nucleus,Lung_NAT_PD,Proteome
NCOR2,0.3820492,Nucleus,Lung_NAT_PD,Proteome
NDC1,-0.40944326,Secretory,Lung_NAT_PD,Proteome
NDC80,-0.24591778,Cytosol,Lung_NAT_PD,Proteome
NDE1,0.19874915,Cytosol,Lung_NAT_PD,Proteome
NDEL1,0.16082066,Cytosol,Lung_NAT_PD,Proteome
NDRG1,0.17280439,Cytosol,Lung_NAT_PD,Proteome
NDRG2,0.16357632,Cytosol,Lung_NAT_PD,Proteome
NDRG3,0.13793468,Cytosol,Lung_NAT_PD,Proteome
NDST1,-0.2710085,Secretory,Lung_NAT_PD,Proteome
NDUFA10,0.24486163,Mitochondria,Lung_NAT_PD,Proteome
NDUFA12,0.21582158,Mitochondria,Lung_NAT_PD,Proteome
NDUFA2,0.23141932,Mitochondria,Lung_NAT_PD,Proteome
NDUFA3,0.40410456,Mitochondria,Lung_NAT_PD,Proteome
NDUFA4,0.46389347,Mitochondria,Lung_NAT_PD,Proteome
NDUFA5,0.15491562,Mitochondria,Lung_NAT_PD,Proteome
NDUFA8,0.21945976,Mitochondria,Lung_NAT_PD,Proteome
NDUFAB1,0.46579888,Mitochondria,Lung_NAT_PD,Proteome
NDUFAF1,0.45386046,Mitochondria,Lung_NAT_PD,Proteome
NDUFAF2,0.40249038,Mitochondria,Lung_NAT_PD,Proteome
NDUFAF3,-0.59740967,Mitochondria,Lung_NAT_PD,Proteome
NDUFAF4,0.3846634,Mitochondria,Lung_NAT_PD,Proteome
NDUFAF7,-0.50627565,Mitochondria,Lung_NAT_PD,Proteome
NDUFB1,0.22167662,Mitochondria,Lung_NAT_PD,Proteome
NDUFB10,0.43230724,Mitochondria,Lung_NAT_PD,Proteome
NDUFB11,0.42489442,Mitochondria,Lung_NAT_PD,Proteome
NDUFB3,0.27639696,Mitochondria,Lung_NAT_PD,Proteome
NDUFB4,0.28493765,Mitochondria,Lung_NAT_PD,Proteome
NDUFB5,0.37131473,Mitochondria,Lung_NAT_PD,Proteome
NDUFB6,0.3534129,Mitochondria,Lung_NAT_PD,Proteome
NDUFB7,0.249033,Mitochondria,Lung_NAT_PD,Proteome
NDUFB8,0.34382385,Mitochondria,Lung_NAT_PD,Proteome
NDUFB9,0.33949357,Mitochondria,Lung_NAT_PD,Proteome
NDUFC2,0.28364837,Mitochondria,Lung_NAT_PD,Proteome
NDUFS1,0.2314179,Mitochondria,Lung_NAT_PD,Proteome
NDUFS2,0.25694728,Mitochondria,Lung_NAT_PD,Proteome
NDUFS3,0.21752876,Mitochondria,Lung_NAT_PD,Proteome
NDUFS4,0.20298529,Mitochondria,Lung_NAT_PD,Proteome
NDUFS5,0.1817528,Mitochondria,Lung_NAT_PD,Proteome
NDUFS6,0.22229297,Mitochondria,Lung_NAT_PD,Proteome
NDUFS7,0.20061198,Mitochondria,Lung_NAT_PD,Proteome
NDUFS8,0.23317415,Mitochondria,Lung_NAT_PD,Proteome
NDUFV1,0.24265058,Mitochondria,Lung_NAT_PD,Proteome
NDUFV2,0.22166525,Mitochondria,Lung_NAT_PD,Proteome
NDUFV3,0.25022298,Mitochondria,Lung_NAT_PD,Proteome
NECAP1,-0.09393063,Cytosol,Lung_NAT_PD,Proteome
NECAP2,-0.15220559,Cytosol,Lung_NAT_PD,Proteome
NEK7,0.12601435,Cytosol,Lung_NAT_PD,Proteome
NELFA,0.3396963,Nucleus,Lung_NAT_PD,Proteome
NELFE,0.3868826,Nucleus,Lung_NAT_PD,Proteome
NEO1,-0.05060754,Secretory,Lung_NAT_PD,Proteome
NEURL4,-0.0006220276,Secretory,Lung_NAT_PD,Proteome
NFKB1,-0.3352421,Cytosol,Lung_NAT_PD,Proteome
NFKB2,-0.29345214,Cytosol,Lung_NAT_PD,Proteome
NFKBIB,-0.31334895,Cytosol,Lung_NAT_PD,Proteome
NFXL1,-0.21852624,Secretory,Lung_NAT_PD,Proteome
NGDN,0.44341013,Nucleus,Lung_NAT_PD,Proteome
NGLY1,-0.49274626,Cytosol,Lung_NAT_PD,Proteome
NIF3L1,0.10945792,Cytosol,Lung_NAT_PD,Proteome
NIFK,0.34641442,Nucleus,Lung_NAT_PD,Proteome
NIP7,0.45630375,Nucleus,Lung_NAT_PD,Proteome
NIPBL,0.47449458,Nucleus,Lung_NAT_PD,Proteome
NIT2,-0.026360705,Cytosol,Lung_NAT_PD,Proteome
NKIRAS1,0.1840127,Cytosol,Lung_NAT_PD,Proteome
NKRF,0.33941188,Nucleus,Lung_NAT_PD,Proteome
NLRX1,0.44638848,Mitochondria,Lung_NAT_PD,Proteome
NME1,-0.05721231,Cytosol,Lung_NAT_PD,Proteome
NME3,0.28744876,Mitochondria,Lung_NAT_PD,Proteome
NMI,-0.19923158,Cytosol,Lung_NAT_PD,Proteome
NMT1,0.31333548,Nucleus,Lung_NAT_PD,Proteome
NMT2,0.22498633,Cytosol,Lung_NAT_PD,Proteome
NNT,0.47554383,Mitochondria,Lung_NAT_PD,Proteome
NOC2L,0.49539638,Nucleus,Lung_NAT_PD,Proteome
NOC4L,0.31089258,Nucleus,Lung_NAT_PD,Proteome
NOL10,0.45947602,Nucleus,Lung_NAT_PD,Proteome
NOL11,0.38522366,Nucleus,Lung_NAT_PD,Proteome
NOL6,0.45390826,Nucleus,Lung_NAT_PD,Proteome
NOL7,0.4621667,Nucleus,Lung_NAT_PD,Proteome
NOL8,0.37020388,Nucleus,Lung_NAT_PD,Proteome
NOL9,0.13372669,Nucleus,Lung_NAT_PD,Proteome
NOLC1,0.4637909,Nucleus,Lung_NAT_PD,Proteome
NOM1,0.47134453,Nucleus,Lung_NAT_PD,Proteome
NOMO1,-0.110481024,Secretory,Lung_NAT_PD,Proteome
NOP14,0.4618085,Nucleus,Lung_NAT_PD,Proteome
NOP16,0.47111923,Nucleus,Lung_NAT_PD,Proteome
NOP2,0.42877918,Nucleus,Lung_NAT_PD,Proteome
NOP56,0.49949187,Nucleus,Lung_NAT_PD,Proteome
NOP58,0.48478737,Nucleus,Lung_NAT_PD,Proteome
NOP9,0.4783226,Nucleus,Lung_NAT_PD,Proteome
NOTCH1,-0.23101275,Secretory,Lung_NAT_PD,Proteome
NOTCH2,-0.4061478,Secretory,Lung_NAT_PD,Proteome
NOTCH3,-0.21960221,Secretory,Lung_NAT_PD,Proteome
NPC1,-0.32285666,Secretory,Lung_NAT_PD,Proteome
NPEPL1,0.07688319,Cytosol,Lung_NAT_PD,Proteome
NPEPPS,0.22362016,Cytosol,Lung_NAT_PD,Proteome
NPM1,0.35751462,Nucleus,Lung_NAT_PD,Proteome
NPM3,0.08398766,Nucleus,Lung_NAT_PD,Proteome
NPTN,0.007783569,Secretory,Lung_NAT_PD,Proteome
NQO1,-0.41966724,Cytosol,Lung_NAT_PD,Proteome
NQO2,-0.28043136,Cytosol,Lung_NAT_PD,Proteome
NR3C1,0.098287664,Cytosol,Lung_NAT_PD,Proteome
NRBP1,-0.029805824,Cytosol,Lung_NAT_PD,Proteome
NRF1,0.346155,Nucleus,Lung_NAT_PD,Proteome
NRP1,-0.1161068,Secretory,Lung_NAT_PD,Proteome
NRP2,-0.17200333,Secretory,Lung_NAT_PD,Proteome
NSDHL,-0.43926665,Secretory,Lung_NAT_PD,Proteome
NSF,0.035827555,Secretory,Lung_NAT_PD,Proteome
NSFL1C,0.14921665,Cytosol,Lung_NAT_PD,Proteome
NSL1,0.30727455,Nucleus,Lung_NAT_PD,Proteome
NSMAF,-0.5934806,Cytosol,Lung_NAT_PD,Proteome
NSUN4,0.45804992,Mitochondria,Lung_NAT_PD,Proteome
NSUN6,-0.20056413,Cytosol,Lung_NAT_PD,Proteome
NT5C,0.17707953,Cytosol,Lung_NAT_PD,Proteome
NT5C2,-0.54499257,Cytosol,Lung_NAT_PD,Proteome
NT5C3B,-0.25968513,Cytosol,Lung_NAT_PD,Proteome
NT5DC1,0.1738087,Cytosol,Lung_NAT_PD,Proteome
NT5E,-0.040196408,Secretory,Lung_NAT_PD,Proteome
NTAN1,-0.03898406,Cytosol,Lung_NAT_PD,Proteome
NTHL1,-0.29148662,Nucleus,Lung_NAT_PD,Proteome
NTN4,-0.13725156,Secretory,Lung_NAT_PD,Proteome
NUB1,-0.23611774,Cytosol,Lung_NAT_PD,Proteome
NUBPL,0.4749666,Mitochondria,Lung_NAT_PD,Proteome
NUDC,-0.15830003,Cytosol,Lung_NAT_PD,Proteome
NUDCD1,-0.11258333,Cytosol,Lung_NAT_PD,Proteome
NUDCD2,0.23700818,Cytosol,Lung_NAT_PD,Proteome
NUDCD3,0.077011846,Cytosol,Lung_NAT_PD,Proteome
NUDT1,0.0030702604,Cytosol,Lung_NAT_PD,Proteome
NUDT14,-0.13317436,Cytosol,Lung_NAT_PD,Proteome
NUDT15,0.18627086,Cytosol,Lung_NAT_PD,Proteome
NUDT16,-0.50234485,Cytosol,Lung_NAT_PD,Proteome
NUDT2,0.024505908,Cytosol,Lung_NAT_PD,Proteome
NUF2,-0.32492465,Cytosol,Lung_NAT_PD,Proteome
NUMB,-0.05873099,Secretory,Lung_NAT_PD,Proteome
NUP107,0.3208084,Nucleus,Lung_NAT_PD,Proteome
NUP133,0.26115656,Nucleus,Lung_NAT_PD,Proteome
NUP153,0.44901413,Nucleus,Lung_NAT_PD,Proteome
NUP155,0.42647696,Nucleus,Lung_NAT_PD,Proteome
NUP205,0.46551856,Nucleus,Lung_NAT_PD,Proteome
NUP210,-0.48903424,Nucleus,Lung_NAT_PD,Proteome
NUP50,0.43804696,Nucleus,Lung_NAT_PD,Proteome
NUP93,0.3316129,Nucleus,Lung_NAT_PD,Proteome
NUP98,0.4940841,Nucleus,Lung_NAT_PD,Proteome
NXF1,0.49185106,Nucleus,Lung_NAT_PD,Proteome
NXT2,0.42166635,Nucleus,Lung_NAT_PD,Proteome
OARD1,0.1566993,Cytosol,Lung_NAT_PD,Proteome
OBSL1,-0.040996306,Cytosol,Lung_NAT_PD,Proteome
OCIAD1,0.44902855,Mitochondria,Lung_NAT_PD,Proteome
OCIAD2,0.08506363,Mitochondria,Lung_NAT_PD,Proteome
OCLN,-0.058208752,Secretory,Lung_NAT_PD,Proteome
ODF2,-0.37813607,Mitochondria,Lung_NAT_PD,Proteome
OGFR,-0.14935076,Cytosol,Lung_NAT_PD,Proteome
OLA1,-0.012011495,Cytosol,Lung_NAT_PD,Proteome
OMA1,0.41928843,Mitochondria,Lung_NAT_PD,Proteome
OPA1,0.44883212,Mitochondria,Lung_NAT_PD,Proteome
OS9,-0.19366074,Secretory,Lung_NAT_PD,Proteome
OSBPL2,-0.21368775,Cytosol,Lung_NAT_PD,Proteome
OSBPL5,-0.09296195,Secretory,Lung_NAT_PD,Proteome
OSBPL8,-0.09445982,Secretory,Lung_NAT_PD,Proteome
OSMR,-0.29725942,Secretory,Lung_NAT_PD,Proteome
OTUB1,-0.1598178,Cytosol,Lung_NAT_PD,Proteome
OTUD5,0.21096015,Nucleus,Lung_NAT_PD,Proteome
OXA1L,0.4784097,Mitochondria,Lung_NAT_PD,Proteome
OXR1,0.18985839,Cytosol,Lung_NAT_PD,Proteome
P2RX4,-0.31900606,Secretory,Lung_NAT_PD,Proteome
P4HB,0.26218158,Nucleus,Lung_NAT_PD,Proteome
PAAF1,-0.48262045,Cytosol,Lung_NAT_PD,Proteome
PABPC1,0.3581161,Nucleus,Lung_NAT_PD,Proteome
PACSIN2,0.019149626,Cytosol,Lung_NAT_PD,Proteome
PAF1,0.49362484,Nucleus,Lung_NAT_PD,Proteome
PAIP1,-0.249516,Cytosol,Lung_NAT_PD,Proteome
PAIP2,-0.20214473,Cytosol,Lung_NAT_PD,Proteome
PAIP2B,-0.41596636,Cytosol,Lung_NAT_PD,Proteome
PAK1,-0.42137295,Cytosol,Lung_NAT_PD,Proteome
PAK1IP1,0.47772422,Nucleus,Lung_NAT_PD,Proteome
PAK2,-0.26083717,Cytosol,Lung_NAT_PD,Proteome
PALLD,0.22649606,Cytosol,Lung_NAT_PD,Proteome
PAM,-0.38363516,Secretory,Lung_NAT_PD,Proteome
PANK2,0.18615302,Cytosol,Lung_NAT_PD,Proteome
PANK3,-0.32359624,Cytosol,Lung_NAT_PD,Proteome
